Orthogroup	Mavium	Mbovis
OG0002305	AAS05123.1	ALV11671.1
OG0002306	AAS05125.1	ALV11673.1
OG0002307	AAS05126.1	ALV11674.1
OG0002308	AAS05127.1	ALV11675.1
OG0002309	AAS05128.1	ALV11676.1
OG0002310	AAS05138.1	ALV11685.1
OG0002312	AAS05145.1	ALV13087.1
OG0002313	AAS05146.1	ALV11692.1
OG0002314	AAS05149.1	ALV11694.1
OG0002316	AAS05161.1	ALV11709.1
OG0002317	AAS05171.1	ALV13089.1
OG0002318	AAS05172.1	ALV11720.1
OG0002319	AAS05173.1	ALV13090.1
OG0002320	AAS05177.1	ALV11724.1
OG0002321	AAS05178.1	ALV11725.1
OG0002322	AAS05179.1	ALV11726.1
OG0002324	AAS05187.1	ALV11738.1
OG0002325	AAS05189.1	ALV11739.1
OG0002326	AAS05195.1	ALV13092.1
OG0002327	AAS05204.1	ALV11751.1
OG0002328	AAS05206.1	ALV11755.1
OG0002330	AAS05212.1	ALV11761.1
OG0002331	AAS05213.1	ALV11762.1
OG0002332	AAS05214.1	ALV11763.1
OG0002334	AAS05218.1	ALV11771.1
OG0002335	AAS05219.1	ALV11772.1
OG0002337	AAS05221.1	ALV11802.1
OG0002338	AAS05222.1	ALV11808.1
OG0002339	AAS05225.1	ALV11811.1
OG0002340	AAS05227.1	ALV11813.1
OG0002341	AAS05230.1	ALV11816.1
OG0002342	AAS05233.1	ALV11818.1
OG0002343	AAS05234.1	ALV13099.1
OG0002344	AAS05235.1	ALV11819.1
OG0002345	AAS05236.1	ALV11820.1
OG0002346	AAS05237.1	ALV11821.1
OG0002347	AAS05238.1	ALV11822.1
OG0002348	AAS05239.1	ALV13100.1
OG0002349	AAS05241.1	ALV11825.1
OG0002350	AAS05245.1	ALV11828.1
OG0002351	AAS05246.1	ALV11829.1
OG0002352	AAS05248.1	ALV11831.1
OG0002353	AAS05252.1	ALV11833.1
OG0002354	AAS05254.1	ALV11839.1
OG0002355	AAS06494.1	ALV11846.1
OG0002357	AAS05258.1	ALV11847.1
OG0002358	AAS05259.1	ALV11848.1
OG0002359	AAS05260.1	ALV11849.1
OG0002360	AAS05265.1	ALV11853.1
OG0002361	AAS03184.1	ALV11861.1
OG0002362	AAS05278.1	ALV11864.1
OG0002363	AAS05283.1	ALV11866.1
OG0002364	AAS05290.1	ALV11872.1
OG0002365	AAS05296.1	ALV11877.1
OG0002366	AAS05297.1	ALV11878.1
OG0002367	AAS05299.1	ALV13106.1
OG0002368	AAS05303.1	ALV11882.1
OG0002369	AAS05304.1	ALV11883.1
OG0002370	AAS05308.1	ALV11886.1
OG0002371	AAS05309.1	ALV11887.1
OG0002380	AAS03267.1	ALV13115.1
OG0002381	AAS03551.1	ALV11914.1
OG0002383	AAS05547.1	ALV13117.1
OG0002384	AAS02611.1	ALV11924.1
OG0002385	AAS05554.1	ALV11926.1
OG0002386	AAS05556.1	ALV11928.1
OG0002387	AAS05558.1	ALV11930.1
OG0002388	AAS05576.1	ALV11946.1
OG0002389	AAS05579.1	ALV11948.1
OG0002391	AAS05582.1	ALV11950.1
OG0002392	AAS03743.1	ALV11960.1
OG0002394	AAS05604.1	ALV11969.1
OG0002395	AAS05607.1	ALV11977.1
OG0002396	AAS05633.1	ALV11987.1
OG0002397	AAS05636.1	ALV11988.1
OG0002398	AAS05642.1	ALV11992.1
OG0002399	AAS05646.1	ALV11995.1
OG0002400	AAS05652.1	ALV11999.1
OG0002401	AAS05653.1	ALV12000.1
OG0002402	AAS05654.1	ALV12001.1
OG0002403	AAS05656.1	ALV13134.1
OG0002404	AAS05657.1	ALV12003.1
OG0002405	AAS05660.1	ALV12004.1
OG0002406	AAS05663.1	ALV12005.1
OG0002407	AAS05665.1	ALV12006.1
OG0002408	AAS05666.1	ALV13135.1
OG0002409	AAS05694.1	ALV12010.1
OG0002410	AAS05695.1	ALV12011.1
OG0002411	AAS05696.1	ALV12012.1
OG0002412	AAS06857.1	ALV12013.1
OG0002413	AAS05698.1	ALV12015.1
OG0002414	AAS05700.1	ALV12017.1
OG0002415	AAS05886.1	ALV12036.1
OG0002416	AAS05716.1	ALV12041.1
OG0002417	AAS05721.1	ALV12045.1
OG0002418	AAS05722.1	ALV12046.1
OG0002419	AAS05819.1	ALV12066.1
OG0002420	AAS05727.1	ALV12067.1
OG0002421	AAS05748.1	ALV12076.1
OG0002422	AAS05749.1	ALV13145.1
OG0002423	AAS05750.1	ALV12078.1
OG0002424	AAS05751.1	ALV12079.1
OG0002425	AAS05752.1	ALV12080.1
OG0002426	AAS05753.1	ALV12081.1
OG0002427	AAS05756.1	ALV13146.1
OG0002428	AAS05758.1	ALV12085.1
OG0002429	AAS05759.1	ALV12086.1
OG0002430	AAS05760.1	ALV12087.1
OG0002431	AAS05761.1	ALV12088.1
OG0002432	AAS05762.1	ALV12089.1
OG0002433	AAS05765.1	ALV12095.1
OG0002434	AAS05766.1	ALV12096.1
OG0002435	AAS05767.1	ALV12097.1
OG0002436	AAS05768.1	ALV12098.1
OG0002437	AAS05772.1	ALV12100.1
OG0002438	AAS05058.1	ALV12104.1
OG0002439	AAS04384.1	ALV13149.1
OG0002440	AAS05844.1	ALV12123.1
OG0002441	AAS05848.1	ALV12125.1
OG0002442	AAS05849.1	ALV12126.1
OG0002443	AAS05850.1	ALV13154.1
OG0002444	AAS05851.1	ALV12128.1
OG0002445	AAS05853.1	ALV12130.1
OG0002446	AAS05854.1	ALV12131.1
OG0002447	AAS05861.1	ALV12135.1
OG0002448	AAS05864.1	ALV12138.1
OG0002449	AAS05865.1	ALV12139.1
OG0002450	AAS05869.1	ALV12142.1
OG0002451	AAS05873.1	ALV12145.1
OG0002452	AAS05874.1	ALV12147.1
OG0002453	AAS05895.1	ALV13160.1
OG0002454	AAS05896.1	ALV12156.1
OG0002455	AAS05897.1	ALV12157.1
OG0002456	AAS05898.1	ALV12158.1
OG0002457	AAS05901.1	ALV12161.1
OG0002458	AAS05914.1	ALV12174.1
OG0002459	AAS05915.1	ALV12175.1
OG0002460	AAS05920.1	ALV12180.1
OG0002461	AAS05932.1	ALV13162.1
OG0002462	AAS05936.1	ALV12193.1
OG0002463	AAS05953.1	ALV12203.1
OG0002464	AAS05957.1	ALV12206.1
OG0002465	AAS05959.1	ALV12208.1
OG0002466	AAS05960.1	ALV12209.1
OG0002467	AAS05962.1	ALV12211.1
OG0002468	AAS05963.1	ALV12212.1
OG0002469	AAS05965.1	ALV12215.1
OG0002470	AAS05966.1	ALV12216.1
OG0002472	AAS05997.1	ALV13174.1
OG0002473	AAS05999.1	ALV13175.1
OG0002474	AAS06000.1	ALV12282.1
OG0002475	AAS06005.1	ALV12287.1
OG0002476	AAS06007.1	ALV12288.1
OG0002477	AAS06014.1	ALV12304.1
OG0002478	AAS06018.1	ALV12306.1
OG0002479	AAS06019.1	ALV12307.1
OG0002480	AAS06020.1	ALV12308.1
OG0002481	AAS06021.1	ALV12309.1
OG0002482	AAS06022.1	ALV12310.1
OG0002483	AAS06026.1	ALV12313.1
OG0002484	AAS06027.1	ALV12314.1
OG0002485	AAS06029.1	ALV12325.1
OG0002486	AAS06032.1	ALV12327.1
OG0002487	AAS06034.1	ALV12329.1
OG0002488	AAS06037.1	ALV12330.1
OG0002489	AAS06038.1	ALV12331.1
OG0002490	AAS05619.1	ALV13186.1
OG0002491	AAS06826.1	ALV12348.1
OG0002492	AAS06825.1	ALV12349.1
OG0002493	AAS06812.1	ALV12355.1
OG0002496	AAS06807.1	ALV12361.1
OG0002497	AAS06805.1	ALV12363.1
OG0002498	AAS06804.1	ALV13189.1
OG0002499	AAS06799.1	ALV13190.1
OG0002500	AAS06798.1	ALV12367.1
OG0002501	AAS06793.1	ALV12371.1
OG0002502	AAS06792.1	ALV12372.1
OG0002503	AAS06791.1	ALV12373.1
OG0002504	AAS06790.1	ALV12374.1
OG0002505	AAS06789.1	ALV13192.1
OG0002506	AAS06788.1	ALV12375.1
OG0002507	AAS06787.1	ALV12376.1
OG0002508	AAS06786.1	ALV12377.1
OG0002509	AAS06779.1	ALV12385.1
OG0002510	AAS02894.1	ALV13198.1
OG0002511	AAS02889.1	ALV12404.1
OG0002512	AAS02888.1	ALV12405.1
OG0002513	AAS02887.1	ALV12406.1
OG0002514	AAS02886.1	ALV12407.1
OG0002515	AAS02885.1	ALV12408.1
OG0002516	AAS02884.1	ALV12409.1
OG0002517	AAS02883.1	ALV13199.1
OG0002518	AAS02882.1	ALV12410.1
OG0002519	AAS02881.1	ALV12411.1
OG0002520	AAS02878.1	ALV12414.1
OG0002521	AAS02876.1	ALV12416.1
OG0002522	AAS02873.1	ALV12418.1
OG0002523	AAS02866.1	ALV13200.1
OG0002524	AAS02863.1	ALV12428.1
OG0002525	AAS02861.1	ALV12430.1
OG0002526	AAS02860.1	ALV12431.1
OG0002527	AAS02859.1	ALV12432.1
OG0002528	AAS02857.1	ALV12434.1
OG0002529	AAS03751.1	ALV12435.1
OG0002530	AAS02855.1	ALV12436.1
OG0002531	AAS02853.1	ALV12439.1
OG0002532	AAS02852.1	ALV12440.1
OG0002533	AAS02850.1	ALV12443.1
OG0002534	AAS02849.1	ALV12444.1
OG0002535	AAS02846.1	ALV12446.1
OG0002536	AAS02844.1	ALV12448.1
OG0002537	AAS02842.1	ALV13203.1
OG0002538	AAS02841.1	ALV12450.1
OG0002539	AAS02840.1	ALV12451.1
OG0002540	AAS02838.1	ALV12453.1
OG0002541	AAS02836.1	ALV12454.1
OG0002542	AAS02835.1	ALV12455.1
OG0002543	AAS02833.1	ALV12457.1
OG0002544	AAS02832.1	ALV12458.1
OG0002545	AAS02831.1	ALV12459.1
OG0002546	AAS02825.1	ALV12465.1
OG0002547	AAS02823.1	ALV12467.1
OG0002548	AAS02822.1	ALV12468.1
OG0002549	AAS02821.1	ALV13205.1
OG0002550	AAS02819.1	ALV13206.1
OG0002551	AAS02818.1	ALV12470.1
OG0002552	AAS02817.1	ALV12472.1
OG0002553	AAS02816.1	ALV12473.1
OG0002554	AAS02812.1	ALV12477.1
OG0002555	AAS02809.1	ALV12478.1
OG0002556	AAS02807.1	ALV12479.1
OG0002557	AAS02802.1	ALV12481.1
OG0002558	AAS02801.1	ALV12482.1
OG0002559	AAS02789.1	ALV13208.1
OG0002562	AAS02754.1	ALV13210.1
OG0002563	AAS05708.1	ALV12524.1
OG0002564	AAS02739.1	ALV13216.1
OG0002566	AAS02738.1	ALV12537.1
OG0002567	AAS02736.1	ALV12541.1
OG0002568	AAS02735.1	ALV13218.1
OG0002569	AAS02734.1	ALV12542.1
OG0002570	AAS02733.1	ALV12543.1
OG0002571	AAS02732.1	ALV13219.1
OG0002572	AAS02731.1	ALV12544.1
OG0002573	AAS02726.1	ALV12548.1
OG0002574	AAS02724.1	ALV12549.1
OG0002575	AAS02707.1	ALV12567.1
OG0002577	AAS02680.1	ALV12569.1
OG0002578	AAS02679.1	ALV12570.1
OG0002579	AAS02678.1	ALV12571.1
OG0002580	AAS02677.1	ALV12572.1
OG0002581	AAS02676.1	ALV12573.1
OG0002582	AAS02675.1	ALV12574.1
OG0002583	AAS02674.1	ALV12575.1
OG0002584	AAS02617.1	ALV12577.1
OG0002585	AAS02619.1	ALV12579.1
OG0002586	AAS02620.1	ALV12580.1
OG0002587	AAS02621.1	ALV13223.1
OG0002588	AAS02622.1	ALV12581.1
OG0002589	AAS02623.1	ALV12582.1
OG0002591	AAS02630.1	ALV12589.1
OG0002593	AAS02651.1	ALV13224.1
OG0002594	AAS02761.1	ALV12603.1
OG0002595	AAS02657.1	ALV13226.1
OG0002596	AAS02658.1	ALV12606.1
OG0002598	AAS02593.1	ALV12625.1
OG0002599	AAS02592.1	ALV12626.1
OG0002600	AAS02591.1	ALV12627.1
OG0002601	AAS02590.1	ALV12628.1
OG0002602	AAS02588.1	ALV13230.1
OG0002604	AAS02579.1	ALV12631.1
OG0002605	AAS02577.1	ALV12633.1
OG0002606	AAS02567.1	ALV12643.1
OG0002607	AAS02554.1	ALV12656.1
OG0002608	AAS02541.1	ALV12665.1
OG0002609	AAS02526.1	ALV13238.1
OG0002610	AAS02521.1	ALV12684.1
OG0002611	AAS02520.1	ALV12685.1
OG0002612	AAS02518.1	ALV12694.1
OG0002613	AAS02517.1	ALV12695.1
OG0002614	AAS02516.1	ALV13240.1
OG0002615	AAS02515.1	ALV12696.1
OG0002616	AAS02509.1	ALV12702.1
OG0002617	AAS02508.1	ALV12703.1
OG0002618	AAS02494.1	ALV12718.1
OG0002619	AAS02493.1	ALV12719.1
OG0002624	AAS02484.1	ALV12736.1
OG0002625	AAS02483.1	ALV12737.1
OG0002626	AAS02479.1	ALV12740.1
OG0002627	AAS02478.1	ALV12741.1
OG0002628	AAS02477.1	ALV13244.1
OG0002629	AAS02475.1	ALV12742.1
OG0002630	AAS02474.1	ALV12743.1
OG0002631	AAS06873.1	ALV12744.1
OG0002632	AAS04138.1	ALV12748.1
OG0002633	AAS06548.1	ALV12749.1
OG0002634	AAS06549.1	ALV13246.1
OG0002635	AAS06881.1	ALV12750.1
OG0002636	AAS06888.1	ALV12755.1
OG0002637	AAS06890.1	ALV12757.1
OG0002638	AAS06899.1	ALV12766.1
OG0002639	AAS06900.1	ALV13248.1
OG0002641	AAS02670.1	ALV13222.1
OG0002646	AAS02864.1	ALV12426.1
OG0002647	AAS03145.1	ALV13074.1
OG0002648	AAS03161.1	ALV10113.1
OG0002649	AAS03262.1	ALV10198.1
OG0002651	AAS03657.1	ALV12964.1
OG0002655	AAS06887.1, AAS04074.1	ALV12754.1
OG0002656	AAS04176.1	ALV11180.1
OG0002657	AAS04199.1	ALV11194.1
OG0002659	AAS04386.1	ALV11331.1
OG0002660	AAS06149.1, AAS04721.1	ALV09427.1
OG0002661	AAS04781.1	ALV10464.1
OG0002663	AAS05205.1	ALV11754.1
OG0002664	AAS05734.1	ALV12070.1
OG0002665	AAS05950.1	ALV12201.1
OG0002727	AAS06369.1	ALV09575.1
OG0002987	AAS03634.1	ALV10737.1
OG0003048	AAS03861.1	ALV10922.1
OG0003066	AAS03959.1	ALV10997.1
OG0003071	AAS04387.1	ALV11009.1
OG0003097	AAS04023.1	ALV11055.1
OG0003263	AAS05166.1	ALV11715.1
OG0003311	AAS05274.1	ALV11859.1
OG0003454	AAS02716.1	ALV12557.1
OG0003501	AAS06898.1	ALV12765.1
OG0003508	AAS02481.1	ALV12739.1
OG0003509	AAS02482.1	ALV12738.1
OG0003511	AAS02512.1	ALV12699.1
OG0003513	AAS02737.1	ALV13217.1
OG0003515	AAS02938.1	ALV10010.1
OG0003519	AAS03159.1	ALV10111.1
OG0003522	AAS03252.1	ALV09387.1
OG0003528	AAS04132.1	ALV11133.1
OG0003529	AAS04134.1	ALV11134.1
OG0003530	AAS04246.1	ALV13024.1
OG0003531	AAS04293.1	ALV11272.1
OG0003535	AAS04606.1	ALV11484.1
OG0003537	AAS04824.1	ALV10432.1
OG0003538	AAS04946.1	ALV10340.1
OG0003539	AAS04961.1	ALV10324.1
OG0003540	AAS05042.1	ALV11630.1
OG0003542	AAS05852.1	ALV12129.1
OG0003543	AAS06066.1	ALV09388.1
OG0003544	AAS06129.1	ALV11213.1
OG0003545	AAS06175.1	ALV09446.1
OG0003546	AAS06176.1	ALV09447.1
OG0003547	AAS06186.1	ALV09456.1
OG0003548	AAS06207.1	ALV09477.1
OG0003549	AAS06262.1	ALV09524.1
OG0003550	AAS06627.1	ALV09813.1
OG0003551	AAS06721.1	ALV09937.1
OG0003745	AAS06121.1	ALV09418.1
