Orthogroup	Mmicro	Mavium
OG0002281	AMC60280.1	AAS03378.1
OG0002282	AMC60281.1	AAS03377.1
OG0002283	AMC60283.1	AAS03372.1
OG0002284	AMC60284.1	AAS03371.1
OG0002285	AMC60291.1	AAS03363.1
OG0002286	AMC60305.1	AAS03352.1
OG0002287	AMC60306.1	AAS03351.1
OG0002288	AMC60308.1	AAS03348.1
OG0002289	AMC60325.1	AAS05038.1
OG0002290	AMC60328.1	AAS05040.1
OG0002291	AMC60329.1	AAS05041.1
OG0002292	AMC60331.1	AAS05044.1
OG0002293	AMC60336.1	AAS04692.1
OG0002294	AMC60337.1	AAS05045.1
OG0002295	AMC60338.1	AAS02563.1
OG0002296	AMC60342.1	AAS05049.1
OG0002297	AMC60351.1	AAS05059.1
OG0002298	AMC60378.1	AAS05104.1
OG0002299	AMC60379.1	AAS05105.1
OG0002300	AMC60380.1	AAS05106.1
OG0002301	AMC60381.1	AAS05107.1
OG0002302	AMC60385.1	AAS05111.1
OG0002303	AMC60386.1	AAS05113.1
OG0002304	AMC60391.1	AAS05117.1
OG0002305	AMC60401.1	AAS05123.1
OG0002306	AMC60403.1	AAS05125.1
OG0002307	AMC60404.1	AAS05126.1
OG0002308	AMC60405.1	AAS05127.1
OG0002309	AMC60406.1	AAS05128.1
OG0002310	AMC60416.1	AAS05138.1
OG0002312	AMC60424.1	AAS05145.1
OG0002313	AMC60425.1	AAS05146.1
OG0002314	AMC60427.1	AAS05149.1
OG0002316	AMC60443.1	AAS05161.1
OG0002317	AMC60456.1	AAS05171.1
OG0002318	AMC60457.1	AAS05172.1
OG0002319	AMC60458.1	AAS05173.1
OG0002320	AMC60462.1	AAS05177.1
OG0002321	AMC60463.1	AAS05178.1
OG0002322	AMC60464.1	AAS05179.1
OG0002323	AMC60474.1	AAS05183.1
OG0002324	AMC60477.1	AAS05187.1
OG0002325	AMC60478.1	AAS05189.1
OG0002326	AMC60486.1	AAS05195.1
OG0002327	AMC60491.1	AAS05204.1
OG0002328	AMC60495.1	AAS05206.1
OG0002330	AMC60502.1	AAS05212.1
OG0002331	AMC60503.1	AAS05213.1
OG0002332	AMC60504.1	AAS05214.1
OG0002334	AMC60513.1	AAS05218.1
OG0002335	AMC60514.1	AAS05219.1
OG0002337	AMC60550.1	AAS05221.1
OG0002338	AMC60556.1	AAS05222.1
OG0002340	AMC60560.1	AAS05227.1
OG0002341	AMC60563.1	AAS05230.1
OG0002342	AMC60565.1	AAS05233.1
OG0002343	AMC60566.1	AAS05234.1
OG0002344	AMC60567.1	AAS05235.1
OG0002345	AMC60568.1	AAS05236.1
OG0002346	AMC60570.1	AAS05237.1
OG0002347	AMC60571.1	AAS05238.1
OG0002348	AMC60573.1	AAS05239.1
OG0002349	AMC60575.1	AAS05241.1
OG0002350	AMC60578.1	AAS05245.1
OG0002351	AMC60579.1	AAS05246.1
OG0002352	AMC60581.1	AAS05248.1
OG0002353	AMC60584.1	AAS05252.1
OG0002354	AMC60589.1	AAS05254.1
OG0002355	AMC60596.1	AAS06494.1
OG0002357	AMC60599.1	AAS05258.1
OG0002358	AMC60600.1	AAS05259.1
OG0002359	AMC60601.1	AAS05260.1
OG0002360	AMC60605.1	AAS05265.1
OG0002361	AMC60615.1	AAS03184.1
OG0002362	AMC60618.1	AAS05278.1
OG0002363	AMC60621.1	AAS05283.1
OG0002364	AMC60627.1	AAS05290.1
OG0002365	AMC60633.1	AAS05296.1
OG0002366	AMC60634.1	AAS05297.1
OG0002367	AMC60638.1	AAS05299.1
OG0002368	AMC60641.1	AAS05303.1
OG0002369	AMC60642.1	AAS05304.1
OG0002370	AMC60647.1	AAS05308.1
OG0002371	AMC60648.1	AAS05309.1
OG0002380	AMC60685.1	AAS03267.1
OG0002381	AMC60688.1	AAS03551.1
OG0002383	AMC60693.1	AAS05547.1
OG0002384	AMC60701.1	AAS02611.1
OG0002385	AMC60705.1	AAS05554.1
OG0002386	AMC60707.1	AAS05556.1
OG0002387	AMC60709.1	AAS05558.1
OG0002388	AMC60727.1	AAS05576.1
OG0002389	AMC60730.1	AAS05579.1
OG0002390	AMC60732.1	AAS05580.1
OG0002391	AMC60734.1	AAS05582.1
OG0002392	AMC60746.1	AAS03743.1
OG0002394	AMC60756.1	AAS05604.1
OG0002395	AMC60764.1	AAS05607.1
OG0002396	AMC60775.1	AAS05633.1
OG0002397	AMC60778.1	AAS05636.1
OG0002398	AMC60784.1	AAS05642.1
OG0002399	AMC60787.1	AAS05646.1
OG0002400	AMC60792.1	AAS05652.1
OG0002401	AMC60793.1	AAS05653.1
OG0002402	AMC60794.1	AAS05654.1
OG0002403	AMC60796.1	AAS05656.1
OG0002404	AMC60797.1	AAS05657.1
OG0002405	AMC60798.1	AAS05660.1
OG0002406	AMC60799.1	AAS05663.1
OG0002407	AMC60800.1	AAS05665.1
OG0002408	AMC60801.1	AAS05666.1
OG0002409	AMC60806.1	AAS05694.1
OG0002410	AMC60807.1	AAS05695.1
OG0002411	AMC60808.1	AAS05696.1
OG0002412	AMC60809.1	AAS06857.1
OG0002413	AMC60811.1	AAS05698.1
OG0002414	AMC60813.1	AAS05700.1
OG0002415	AMC60837.1	AAS05886.1
OG0002416	AMC60842.1	AAS05716.1
OG0002417	AMC60846.1	AAS05721.1
OG0002418	AMC60847.1	AAS05722.1
OG0002419	AMC60880.1	AAS05819.1
OG0002420	AMC60881.1	AAS05727.1
OG0002421	AMC60891.1	AAS05748.1
OG0002422	AMC60893.1	AAS05749.1
OG0002423	AMC60894.1	AAS05750.1
OG0002424	AMC60895.1	AAS05751.1
OG0002425	AMC60896.1	AAS05752.1
OG0002426	AMC60897.1	AAS05753.1
OG0002427	AMC60901.1	AAS05756.1
OG0002428	AMC60903.1	AAS05758.1
OG0002429	AMC60904.1	AAS05759.1
OG0002430	AMC60905.1	AAS05760.1
OG0002431	AMC60906.1	AAS05761.1
OG0002432	AMC60907.1	AAS05762.1
OG0002433	AMC60912.1	AAS05765.1
OG0002434	AMC60913.1	AAS05766.1
OG0002435	AMC60914.1	AAS05767.1
OG0002436	AMC60915.1	AAS05768.1
OG0002437	AMC60917.1	AAS05772.1
OG0002438	AMC60923.1	AAS05058.1
OG0002439	AMC60943.1	AAS04384.1
OG0002440	AMC60948.1	AAS05844.1
OG0002441	AMC60955.1	AAS05848.1
OG0002442	AMC60956.1	AAS05849.1
OG0002443	AMC60958.1	AAS05850.1
OG0002444	AMC60959.1	AAS05851.1
OG0002445	AMC60961.1	AAS05853.1
OG0002446	AMC60962.1	AAS05854.1
OG0002447	AMC60971.1	AAS05861.1
OG0002448	AMC60974.1	AAS05864.1
OG0002449	AMC60975.1	AAS05865.1
OG0002450	AMC60980.1	AAS05869.1
OG0002451	AMC60984.1	AAS05873.1
OG0002452	AMC60986.1	AAS05874.1
OG0002453	AMC60995.1	AAS05895.1
OG0002454	AMC60996.1	AAS05896.1
OG0002455	AMC60997.1	AAS05897.1
OG0002456	AMC60998.1	AAS05898.1
OG0002457	AMC61001.1	AAS05901.1
OG0002458	AMC61015.1	AAS05914.1
OG0002459	AMC61016.1	AAS05915.1
OG0002461	AMC61031.1	AAS05932.1
OG0002462	AMC61036.1	AAS05936.1
OG0002463	AMC61050.1	AAS05953.1
OG0002464	AMC61054.1	AAS05957.1
OG0002465	AMC61056.1	AAS05959.1
OG0002466	AMC61057.1	AAS05960.1
OG0002467	AMC61059.1	AAS05962.1
OG0002468	AMC61060.1	AAS05963.1
OG0002469	AMC61063.1	AAS05965.1
OG0002470	AMC61065.1	AAS05966.1
OG0002472	AMC61102.1	AAS05997.1
OG0002473	AMC61104.1	AAS05999.1
OG0002474	AMC61105.1	AAS06000.1
OG0002475	AMC61114.1	AAS06005.1
OG0002476	AMC61116.1	AAS06007.1
OG0002477	AMC61133.1	AAS06014.1
OG0002478	AMC61135.1	AAS06018.1
OG0002479	AMC61136.1	AAS06019.1
OG0002480	AMC61137.1	AAS06020.1
OG0002481	AMC61138.1	AAS06021.1
OG0002482	AMC61139.1	AAS06022.1
OG0002483	AMC61145.1	AAS06026.1
OG0002484	AMC61146.1	AAS06027.1
OG0002485	AMC61166.1	AAS06029.1
OG0002486	AMC61168.1	AAS06032.1
OG0002487	AMC61170.1	AAS06034.1
OG0002488	AMC61171.1	AAS06037.1
OG0002489	AMC61172.1	AAS06038.1
OG0002490	AMC61175.1	AAS05619.1
OG0002491	AMC61193.1	AAS06826.1
OG0002492	AMC61194.1	AAS06825.1
OG0002493	AMC61200.1	AAS06812.1
OG0002496	AMC61220.1	AAS06807.1
OG0002497	AMC61223.1	AAS06805.1
OG0002498	AMC61224.1	AAS06804.1
OG0002499	AMC61228.1	AAS06799.1
OG0002500	AMC61229.1	AAS06798.1
OG0002501	AMC61234.1	AAS06793.1
OG0002502	AMC61235.1	AAS06792.1
OG0002503	AMC61236.1	AAS06791.1
OG0002504	AMC61237.1	AAS06790.1
OG0002505	AMC61238.1	AAS06789.1
OG0002506	AMC61239.1	AAS06788.1
OG0002507	AMC61240.1	AAS06787.1
OG0002508	AMC61241.1	AAS06786.1
OG0002510	AMC61270.1	AAS02894.1
OG0002511	AMC61276.1	AAS02889.1
OG0002512	AMC61277.1	AAS02888.1
OG0002513	AMC61278.1	AAS02887.1
OG0002514	AMC61279.1	AAS02886.1
OG0002515	AMC61280.1	AAS02885.1
OG0002516	AMC61281.1	AAS02884.1
OG0002517	AMC61282.1	AAS02883.1
OG0002518	AMC61283.1	AAS02882.1
OG0002519	AMC61284.1	AAS02881.1
OG0002520	AMC61287.1	AAS02878.1
OG0002521	AMC61289.1	AAS02876.1
OG0002522	AMC61291.1	AAS02873.1
OG0002523	AMC61317.1	AAS02866.1
OG0002524	AMC61321.1	AAS02863.1
OG0002525	AMC61323.1	AAS02861.1
OG0002526	AMC61324.1	AAS02860.1
OG0002527	AMC61325.1	AAS02859.1
OG0002528	AMC61327.1	AAS02857.1
OG0002529	AMC61328.1	AAS03751.1
OG0002530	AMC61329.1	AAS02855.1
OG0002531	AMC61333.1	AAS02853.1
OG0002532	AMC61334.1	AAS02852.1
OG0002533	AMC61337.1	AAS02850.1
OG0002534	AMC61338.1	AAS02849.1
OG0002535	AMC61341.1	AAS02846.1
OG0002536	AMC61343.1	AAS02844.1
OG0002537	AMC61345.1	AAS02842.1
OG0002538	AMC61346.1	AAS02841.1
OG0002539	AMC61347.1	AAS02840.1
OG0002540	AMC61349.1	AAS02838.1
OG0002541	AMC61350.1	AAS02836.1
OG0002542	AMC61351.1	AAS02835.1
OG0002543	AMC61353.1	AAS02833.1
OG0002544	AMC61354.1	AAS02832.1
OG0002545	AMC61355.1	AAS02831.1
OG0002546	AMC61362.1	AAS02825.1
OG0002547	AMC61365.1	AAS02823.1
OG0002548	AMC61366.1	AAS02822.1
OG0002549	AMC61367.1	AAS02821.1
OG0002550	AMC61369.1	AAS02819.1
OG0002551	AMC61370.1	AAS02818.1
OG0002552	AMC61371.1	AAS02817.1
OG0002553	AMC61372.1	AAS02816.1
OG0002554	AMC61376.1	AAS02812.1
OG0002555	AMC61377.1	AAS02809.1
OG0002556	AMC61379.1	AAS02807.1
OG0002557	AMC61382.1	AAS02802.1
OG0002558	AMC61383.1	AAS02801.1
OG0002559	AMC61391.1	AAS02789.1
OG0002562	AMC61426.1	AAS02754.1
OG0002563	AMC61433.1	AAS05708.1
OG0002564	AMC61450.1	AAS02739.1
OG0002566	AMC61452.1	AAS02738.1
OG0002567	AMC61457.1	AAS02736.1
OG0002568	AMC61458.1	AAS02735.1
OG0002569	AMC61459.1	AAS02734.1
OG0002570	AMC61460.1	AAS02733.1
OG0002571	AMC61462.1	AAS02732.1
OG0002572	AMC61463.1	AAS02731.1
OG0002573	AMC61469.1	AAS02726.1
OG0002574	AMC61470.1	AAS02724.1
OG0002575	AMC61488.1	AAS02707.1
OG0002576	AMC61491.1	AAS06859.1, AAS02697.1
OG0002577	AMC61492.1	AAS02680.1
OG0002578	AMC61493.1	AAS02679.1
OG0002579	AMC61494.1	AAS02678.1
OG0002580	AMC61495.1	AAS02677.1
OG0002581	AMC61496.1	AAS02676.1
OG0002582	AMC61498.1	AAS02675.1
OG0002583	AMC61499.1	AAS02674.1
OG0002584	AMC61504.1	AAS02617.1
OG0002585	AMC61506.1	AAS02619.1
OG0002586	AMC61508.1	AAS02620.1
OG0002587	AMC61509.1	AAS02621.1
OG0002588	AMC61510.1	AAS02622.1
OG0002589	AMC61511.1	AAS02623.1
OG0002590	AMC61519.1	AAS02629.1
OG0002591	AMC61520.1	AAS02630.1
OG0002593	AMC61535.1	AAS02651.1
OG0002594	AMC61537.1	AAS02761.1
OG0002595	AMC61541.1	AAS02657.1
OG0002596	AMC61542.1	AAS02658.1
OG0002598	AMC61567.1	AAS02593.1
OG0002599	AMC61569.1	AAS02592.1
OG0002600	AMC61570.1	AAS02591.1
OG0002601	AMC61571.1	AAS02590.1
OG0002602	AMC61572.1	AAS02588.1
OG0002604	AMC61575.1	AAS02579.1
OG0002605	AMC61577.1	AAS02577.1
OG0002606	AMC61588.1	AAS02567.1
OG0002607	AMC61604.1	AAS02554.1
OG0002608	AMC61615.1	AAS02541.1
OG0002609	AMC61632.1	AAS02526.1
OG0002610	AMC61642.1	AAS02521.1
OG0002611	AMC61643.1	AAS02520.1
OG0002612	AMC61655.1	AAS02518.1
OG0002613	AMC61656.1	AAS02517.1
OG0002614	AMC61657.1	AAS02516.1
OG0002615	AMC61658.1	AAS02515.1
OG0002616	AMC61664.1	AAS02509.1
OG0002617	AMC61665.1	AAS02508.1
OG0002618	AMC61686.1	AAS02494.1
OG0002619	AMC61687.1	AAS02493.1
OG0002624	AMC61705.1	AAS02484.1
OG0002625	AMC61706.1	AAS02483.1
OG0002626	AMC61712.1	AAS02479.1
OG0002627	AMC61713.1	AAS02478.1
OG0002628	AMC61714.1	AAS02477.1
OG0002629	AMC61715.1	AAS02475.1
OG0002630	AMC61716.1	AAS02474.1
OG0002631	AMC61718.1	AAS06873.1
OG0002632	AMC61726.1	AAS04138.1
OG0002633	AMC61727.1	AAS06548.1
OG0002634	AMC61728.1	AAS06549.1
OG0002635	AMC61730.1	AAS06881.1
OG0002636	AMC61739.1	AAS06888.1
OG0002637	AMC61741.1	AAS06890.1
OG0002641	AMC61501.1	AAS02670.1
OG0002646	AMC60864.1, AMC61319.1	AAS02864.1
OG0002647	AMC60315.1	AAS03145.1
OG0002648	AMC58439.1	AAS03161.1
OG0002649	AMC58552.1	AAS03262.1
OG0002651	AMC59238.1	AAS03657.1
OG0002655	AMC61738.1	AAS06887.1, AAS04074.1
OG0002656	AMC59781.1	AAS04176.1
OG0002657	AMC59798.1	AAS04199.1
OG0002659	AMC59971.1	AAS04386.1
OG0002660	AMC57615.1	AAS06149.1, AAS04721.1
OG0002661	AMC58879.1	AAS04781.1
OG0002663	AMC60494.1	AAS05205.1
OG0002664	AMC60884.1	AAS05734.1
OG0002665	AMC61047.1	AAS05950.1
OG0002697	AMC57581.1	AAS06100.1
OG0002809	AMC58130.1	AAS06642.1
OG0002920	AMC58831.1	AAS04835.1
OG0002968	AMC59120.1	AAS03548.1
OG0002969	AMC59121.1	AAS03549.1
OG0002984	AMC59178.1	AAS03585.1
OG0003190	AMC60030.1	AAS04452.1
OG0003232	AMC60307.1	AAS03349.1
OG0003382	AMC60977.1	AAS05867.1
OG0003489	AMC61691.1	AAS02488.1
OG0003497	AMC61711.1	AAS02480.1
OG0003498	AMC61717.1	AAS06871.1
OG0003500	AMC61729.1	AAS06550.1
OG0003508	AMC61710.1	AAS02481.1
OG0003509	AMC61707.1	AAS02482.1
OG0003511	AMC61661.1	AAS02512.1
OG0003513	AMC61456.1	AAS02737.1
OG0003515	AMC58304.1	AAS02938.1
OG0003519	AMC58436.1	AAS03159.1
OG0003522	AMC57560.1	AAS03252.1
OG0003528	AMC59722.1	AAS04132.1
OG0003529	AMC59724.1	AAS04134.1
OG0003530	AMC59856.1	AAS04246.1
OG0003531	AMC59900.1	AAS04293.1
OG0003532	AMC58842.1	AAS04381.1, AAS04822.1
OG0003535	AMC60163.1	AAS04606.1
OG0003537	AMC58840.1	AAS04824.1
OG0003538	AMC58723.1	AAS04946.1
OG0003539	AMC58704.1	AAS04961.1
OG0003540	AMC60330.1	AAS05042.1
OG0003542	AMC60960.1	AAS05852.1
OG0003543	AMC57561.1	AAS06066.1
OG0003544	AMC59824.1	AAS06129.1
OG0003545	AMC57638.1	AAS06175.1
OG0003546	AMC57639.1	AAS06176.1
OG0003547	AMC57654.1	AAS06186.1
OG0003548	AMC57679.1	AAS06207.1
OG0003549	AMC57726.1	AAS06262.1
OG0003550	AMC58084.1	AAS06627.1
OG0003551	AMC58218.1	AAS06721.1
OG0003658	AMC61688.1	AAS02491.1
OG0003659	AMC61669.1	AAS02505.1
OG0003669	AMC61423.1	AAS02757.1
OG0003672	AMC58299.1	AAS02933.1
OG0003684	AMC58577.1	AAS03311.1
OG0003722	AMC58725.1	AAS04944.1
OG0003723	AMC58712.1	AAS04953.1
OG0003730	AMC60359.1	AAS05069.1
OG0003731	AMC60368.1	AAS05083.1
OG0003732	AMC60371.1	AAS05085.1
