HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N2.HOG0000328	OG0000113	n5		CCC27759.1		ALV11669.1	AMC60397.1
N2.HOG0000329	OG0000114	n0		CCC28079.1		ALV11957.1	AMC60742.1
N2.HOG0000330	OG0000115	n0		CCC28452.1		ALV12312.1	AMC61142.1
N2.HOG0000331	OG0000116	n0		CCC28582.1		ALV12412.1	AMC61285.1
N2.HOG0000332	OG0000117	n0		CCC28585.1		ALV12415.1	AMC61288.1
N2.HOG0000333	OG0000118	n0		CCC28652.1		ALV12475.1	AMC61374.1
N2.HOG0000334	OG0000119	n1		CCC28899.1		ALV12681.1	AMC61638.1
N2.HOG0000335	OG0000119	n4		CCC28898.1		ALV12680.1	AMC61637.1
N2.HOG0000336	OG0000121	n0		CCC25081.1		ALV09286.1	AMC57436.1, AMC57435.1
N2.HOG0000337	OG0000122	n5					AMC57519.1
N2.HOG0000338	OG0000123	n2		CCC25355.1		ALV09540.1	AMC57750.1
N2.HOG0000339	OG0000123	n4		CCC25974.1		ALV10099.1	AMC58422.1
N2.HOG0000340	OG0000124	n3		CCC25361.1		ALV09546.1	AMC57756.1
N2.HOG0000341	OG0000124	n5		CCC28097.1		ALV11972.1	
N2.HOG0000342	OG0000125	n3		CCC25362.1		ALV09547.1	AMC57757.1
N2.HOG0000343	OG0000125	n5		CCC28096.1		ALV11971.1	
N2.HOG0000344	OG0000126	n0		CCC25430.1		ALV09606.1	AMC57828.1
N2.HOG0000345	OG0000127	n0		CCC25481.1		ALV09653.1	AMC57885.1
N2.HOG0000346	OG0000128	n0		CCC25506.1		ALV09677.1	AMC57910.1
N2.HOG0000347	OG0000129	n0		CCC25876.1		ALV10018.1	AMC58312.1
N2.HOG0000348	OG0000130	n0		CCC25896.1, CCC28195.1		ALV10036.1	AMC60861.1, AMC58337.1
N2.HOG0000349	OG0000131	n2				ALV10136.1	AMC58468.1
N2.HOG0000350	OG0000131	n4		CCC25902.1			AMC58343.1
N2.HOG0000351	OG0000132	n0		CCC25906.1		ALV10043.1	AMC58347.1
N2.HOG0000352	OG0000133	n1		CCC25938.1		ALV12863.1	AMC58380.1
N2.HOG0000353	OG0000133	n4		CCC25937.1			AMC58379.1
N2.HOG0000354	OG0000134	n2		CCC26231.1		ALV10327.1	AMC58709.1
N2.HOG0000355	OG0000134	n4		CCC26230.1		ALV12906.1	AMC58708.1
N2.HOG0000356	OG0000135	n0		CCC26458.1		ALV12934.1	AMC58954.1
N2.HOG0000357	OG0000136	n2		CCC26472.1		ALV10539.1	AMC58969.1
N2.HOG0000358	OG0000136	n4		CCC28151.1		ALV12016.1	AMC60812.1
N2.HOG0000359	OG0000137	n0		CCC26576.1		ALV10638.1	AMC59087.1
N2.HOG0000360	OG0000138	n0		CCC26589.1		ALV10649.1	AMC59101.1
N2.HOG0000361	OG0000139	n2		CCC27016.1		ALV12994.1	AMC59563.1
N2.HOG0000362	OG0000139	n4		CCC26593.1		ALV10651.1	AMC59105.1
N2.HOG0000363	OG0000140	n0		CCC27440.1, CCC28614.1, CCC28237.1, CCC26892.1		ALV12296.1, ALV10892.1	AMC59428.1
N2.HOG0000364	OG0000141	n1		CCC26901.1			AMC59439.1
N2.HOG0000365	OG0000141	n3				ALV10894.1	AMC59430.1
N2.HOG0000366	OG0000142	n0		CCC26972.1		ALV12988.1	AMC59513.1
N2.HOG0000367	OG0000143	n0		CCC27026.1		ALV11013.1	AMC59575.1, AMC59576.1
N2.HOG0000368	OG0000144	n0		CCC27097.1		ALV10862.1, ALV11083.1	AMC59392.1, AMC59657.1
N2.HOG0000369	OG0000145	n2		CCC27117.1		ALV11099.1	AMC59678.1
N2.HOG0000370	OG0000145	n4		CCC28204.1		ALV13142.1	AMC60871.1
N2.HOG0000371	OG0000146	n2		CCC28833.1		ALV12621.1	AMC61563.1
N2.HOG0000372	OG0000146	n4		CCC27390.1		ALV11344.1	AMC59986.1
N2.HOG0000373	OG0000147	n0		CCC27481.1		ALV11419.1	AMC60087.1
N2.HOG0000374	OG0000148	n2				ALV11571.1	AMC60264.1
N2.HOG0000375	OG0000148	n4		CCC27644.1			AMC60263.1
N2.HOG0000376	OG0000148	n5		CCC27645.1		ALV11570.1	
N2.HOG0000377	OG0000149	n3				ALV13181.1	AMC61155.1
N2.HOG0000378	OG0000149	n4		CCC27756.1		ALV11667.1	AMC60394.1
N2.HOG0000379	OG0000150	n0		CCC27803.1		ALV11707.1	AMC60441.1
N2.HOG0000380	OG0000151	n2		CCC27900.1		ALV13096.1	AMC60543.1
N2.HOG0000381	OG0000151	n4		CCC27903.1		ALV11798.1	AMC60546.1
N2.HOG0000382	OG0000152	n0		CCC28013.1		ALV11898.1	AMC60664.1
N2.HOG0000383	OG0000153	n3				ALV11916.1	AMC60689.1
N2.HOG0000384	OG0000153	n4		CCC28037.1		ALV11919.1	AMC60692.1
N2.HOG0000385	OG0000154	n0		CCC28047.1		ALV13119.1	AMC60706.1
N2.HOG0000386	OG0000155	n0		CCC28219.1		ALV13144.1	AMC60889.1
N2.HOG0000387	OG0000156	n0		CCC28304.1		ALV12148.1	AMC60987.1
N2.HOG0000388	OG0000157	n0		CCC28311.1		ALV12154.1	AMC60993.1
N2.HOG0000389	OG0000158	n0		CCC28383.1		ALV12237.1, ALV12254.1, ALV12220.1	AMC61070.1
N2.HOG0000390	OG0000159	n0		CCC28385.1		ALV12239.1, ALV12222.1, ALV12256.1	AMC61072.1
N2.HOG0000391	OG0000160	n0		CCC28386.1		ALV12240.1, ALV12257.1, ALV12223.1	AMC61073.1
N2.HOG0000392	OG0000161	n0		CCC28388.1		ALV12259.1, ALV12242.1, ALV12225.1	AMC61075.1
N2.HOG0000393	OG0000162	n0		CCC28389.1		ALV12260.1, ALV12243.1, ALV12226.1	AMC61077.1
N2.HOG0000394	OG0000163	n0		CCC28392.1		ALV12246.1, ALV12263.1, ALV12229.1	AMC61080.1
N2.HOG0000395	OG0000164	n0		CCC28395.1		ALV12231.1, ALV12265.1, ALV12248.1	AMC61083.1
N2.HOG0000396	OG0000165	n0		CCC28397.1		ALV12250.1, ALV12233.1, ALV12267.1	AMC61085.1
N2.HOG0000397	OG0000166	n0		CCC28398.1		ALV12234.1, ALV12268.1, ALV12251.1	AMC61086.1
N2.HOG0000398	OG0000167	n0		CCC28399.1		ALV12252.1, ALV12235.1, ALV12269.1	AMC61087.1
N2.HOG0000399	OG0000168	n3				ALV12850.1	AMC58315.1
N2.HOG0000400	OG0000168	n4		CCC28413.1		ALV13172.1	AMC61100.1
N2.HOG0000401	OG0000169	n0		CCC28414.1		ALV13173.1	AMC61101.1
N2.HOG0000402	OG0000170	n0		CCC28427.1		ALV13176.1	AMC61118.1
N2.HOG0000403	OG0000171	n3		CCC28439.1		ALV12301.1	AMC61129.1
N2.HOG0000404	OG0000171	n5		CCC28430.1		ALV12291.1	
N2.HOG0000405	OG0000172	n1		CCC28508.1		ALV12358.1	AMC61205.1
N2.HOG0000406	OG0000172	n4					AMC61207.1, AMC61212.1
N2.HOG0000407	OG0000172	n5		CCC28513.1			AMC61215.1
N2.HOG0000408	OG0000173	n0		CCC28622.1		ALV12449.1	AMC61344.1
N2.HOG0000409	OG0000174	n0		CCC28651.1		ALV12474.1	AMC61373.1
N2.HOG0000410	OG0000175	n0		CCC28721.1		ALV13214.1	AMC61445.1
N2.HOG0000411	OG0000176	n1		CCC28818.1		ALV12612.1	AMC61551.1
N2.HOG0000412	OG0000176	n4		CCC28812.1			AMC61546.1
N2.HOG0000413	OG0000177	n0		CCC28845.1		ALV12632.1	AMC61576.1
N2.HOG0000414	OG0000178	n0		CCC28847.1		ALV12634.1	AMC61578.1
N2.HOG0000415	OG0000179	n0		CCC28875.1		ALV12659.1	AMC61607.1
N2.HOG0000416	OG0000181	n0				ALV10982.1	AMC59532.1
N2.HOG0000417	OG0000182	n1		CCC25095.1		ALV09300.1	AMC57455.1
N2.HOG0000418	OG0000182	n4					AMC57454.1
N2.HOG0000419	OG0000183	n0		CCC25120.1		ALV09322.1	AMC57482.1
N2.HOG0000420	OG0000184	n1		CCC27650.1		ALV13071.1	AMC60269.1
N2.HOG0000421	OG0000184	n3		CCC25146.1		ALV09349.1	AMC57512.1
N2.HOG0000422	OG0000185	n1		CCC27651.1		ALV11575.1	AMC60270.1
N2.HOG0000423	OG0000185	n3		CCC25147.1		ALV09350.1	AMC57513.1
N2.HOG0000424	OG0000186	n0		CCC25192.1		ALV12779.1	AMC57563.1
N2.HOG0000425	OG0000187	n0		CCC25205.1		ALV09400.1	AMC57578.1
N2.HOG0000426	OG0000188	n0		CCC25238.1		ALV09426.1	AMC57614.1
N2.HOG0000427	OG0000189	n0		CCC25254.1		ALV09442.1	AMC57632.1
N2.HOG0000428	OG0000190	n0		CCC25263.1		ALV09451.1	AMC57644.1
N2.HOG0000429	OG0000191	n0		CCC25269.1		ALV09455.1	AMC57653.1
N2.HOG0000430	OG0000192	n0		CCC25287.1		ALV09470.1	AMC57671.1
N2.HOG0000431	OG0000193	n0		CCC25288.1		ALV09471.1	AMC57672.1
N2.HOG0000432	OG0000194	n0		CCC25346.1		ALV09530.1	AMC57734.1
N2.HOG0000433	OG0000195	n1		CCC25831.1		ALV09970.1	AMC58262.1
N2.HOG0000434	OG0000195	n3		CCC25350.1		ALV09534.1	AMC57738.1
N2.HOG0000435	OG0000196	n0		CCC25384.1		ALV09567.1	AMC57781.1
N2.HOG0000436	OG0000197	n0		CCC25424.1		ALV09601.1	AMC57822.1
N2.HOG0000437	OG0000198	n0		CCC25426.1		ALV09603.1	AMC57824.1
N2.HOG0000438	OG0000199	n0		CCC25507.1		ALV09678.1	AMC57911.1
N2.HOG0000439	OG0000200	n0		CCC25566.1		ALV12819.1	AMC57971.1
N2.HOG0000440	OG0000201	n0		CCC25574.1		ALV09734.1	AMC57981.1, AMC57980.1
N2.HOG0000441	OG0000202	n0		CCC25580.1		ALV09740.1	AMC57987.1
N2.HOG0000442	OG0000203	n0		CCC25590.1		ALV09748.1	AMC57998.1, AMC57999.1
N2.HOG0000443	OG0000204	n0		CCC25622.1		ALV09776.1	AMC58036.1
N2.HOG0000444	OG0000205	n0		CCC25637.1		ALV09790.1	AMC58051.1
N2.HOG0000445	OG0000206	n2		CCC25680.1		ALV09827.1	AMC58101.1
N2.HOG0000446	OG0000206	n4		CCC28074.1		ALV11953.1	
N2.HOG0000447	OG0000207	n1		CCC25707.1		ALV09853.1	AMC58128.1
N2.HOG0000448	OG0000207	n3		CCC25955.1		ALV10082.1	AMC58398.1
N2.HOG0000449	OG0000208	n0		CCC25735.1		ALV09878.1	AMC58157.1
N2.HOG0000450	OG0000209	n0		CCC25766.1		ALV09908.1	AMC58191.1
N2.HOG0000451	OG0000210	n0		CCC25805.1		ALV09950.1	AMC58232.1, AMC58231.1
N2.HOG0000452	OG0000211	n0		CCC25810.1		ALV12845.1	AMC58236.1
N2.HOG0000453	OG0000212	n0		CCC25835.1		ALV09974.1	AMC58266.1
N2.HOG0000454	OG0000213	n0		CCC25842.1		ALV09983.1	AMC58274.1
N2.HOG0000455	OG0000214	n0		CCC25845.1		ALV09986.1	AMC58277.1
N2.HOG0000456	OG0000215	n0		CCC25866.1		ALV10007.1	AMC58301.1
N2.HOG0000457	OG0000216	n0		CCC25903.1		ALV10040.1	AMC58344.1
N2.HOG0000458	OG0000217	n0		CCC25940.1		ALV10068.1	AMC58382.1
N2.HOG0000459	OG0000218	n0		CCC25941.1		ALV10069.1	AMC58383.1
N2.HOG0000460	OG0000219	n0		CCC25961.1		ALV10088.1	AMC58405.1
N2.HOG0000461	OG0000220	n0		CCC25966.1		ALV10093.1	AMC58410.1
N2.HOG0000462	OG0000221	n0		CCC25983.1		ALV10108.1	AMC58431.1
N2.HOG0000463	OG0000222	n0		CCC26010.1		ALV12872.1	AMC58463.1
N2.HOG0000464	OG0000223	n0		CCC26011.1		ALV10133.1	AMC58464.1
N2.HOG0000465	OG0000224	n0		CCC26053.1		ALV10169.1	AMC58509.1
N2.HOG0000466	OG0000225	n0		CCC26068.1		ALV10182.1	AMC58526.1
N2.HOG0000467	OG0000226	n0		CCC26105.1		ALV10215.1	AMC58571.1
N2.HOG0000468	OG0000227	n1		CCC26118.1		ALV10228.1	AMC58591.1
N2.HOG0000469	OG0000227	n3		CCC28468.1		ALV13183.1	AMC61161.1
N2.HOG0000470	OG0000228	n1		CCC26239.1		ALV10235.1	AMC58598.1
N2.HOG0000471	OG0000228	n3		CCC26125.1		ALV10335.1	AMC58717.1
N2.HOG0000472	OG0000229	n1				ALV10236.1	AMC58599.1
N2.HOG0000473	OG0000229	n2		CCC26126.1, CCC26238.1		ALV10334.1	AMC58716.1
N2.HOG0000474	OG0000230	n0		CCC26164.1		ALV10267.1	AMC58637.1
N2.HOG0000475	OG0000231	n0		CCC26167.1		ALV10270.1	AMC58640.1
N2.HOG0000476	OG0000232	n0		CCC26240.1		ALV10336.1	AMC58718.1
N2.HOG0000477	OG0000233	n2		CCC26254.1		ALV10350.1	AMC58735.1
N2.HOG0000478	OG0000233	n4				ALV12974.1	AMC59357.1
N2.HOG0000479	OG0000234	n0		CCC26261.1		ALV10355.1	AMC58741.1
N2.HOG0000480	OG0000235	n0		CCC26265.1		ALV10359.1	AMC58746.1
N2.HOG0000481	OG0000236	n0		CCC26291.1		ALV10377.1	AMC58770.1
N2.HOG0000482	OG0000237	n0		CCC26303.1		ALV10390.1	AMC58782.1
N2.HOG0000483	OG0000238	n1		CCC26351.1			AMC58836.1
N2.HOG0000484	OG0000238	n3				ALV09806.1	AMC58074.1
N2.HOG0000485	OG0000239	n0		CCC26387.1		ALV10458.1	AMC58874.1
N2.HOG0000486	OG0000240	n0		CCC26392.1		ALV10465.1	AMC58880.1
N2.HOG0000487	OG0000241	n4				ALV12929.1	
N2.HOG0000488	OG0000242	n0		CCC26445.1		ALV10512.1	AMC58937.1
N2.HOG0000489	OG0000243	n0		CCC26459.1		ALV10526.1	AMC58955.1
N2.HOG0000490	OG0000244	n1		CCC28821.1		ALV12614.1	AMC61554.1
N2.HOG0000491	OG0000244	n3		CCC26563.1		ALV10625.1	AMC59071.1
N2.HOG0000492	OG0000245	n0		CCC26566.1		ALV10628.1	AMC59074.1
N2.HOG0000493	OG0000246	n0		CCC26583.1		ALV10644.1	AMC59094.1
N2.HOG0000494	OG0000247	n0		CCC26592.1		ALV12948.1	AMC59104.1
N2.HOG0000495	OG0000248	n2		CCC28706.1		ALV13211.1	AMC61430.1
N2.HOG0000496	OG0000248	n4		CCC26609.1			AMC59119.1
N2.HOG0000497	OG0000249	n2		CCC26612.1			AMC59122.1
N2.HOG0000498	OG0000249	n3		CCC28031.1		ALV11913.1	AMC60686.1
N2.HOG0000499	OG0000250	n0		CCC26664.1		ALV10700.1	AMC59181.1
N2.HOG0000500	OG0000251	n0		CCC26679.1		ALV10711.1	AMC59195.1
N2.HOG0000501	OG0000252	n0		CCC26700.1		ALV10729.1	AMC59216.1
N2.HOG0000502	OG0000253	n0		CCC26719.1		ALV12963.1	AMC59235.1
N2.HOG0000503	OG0000254	n0		CCC26723.1		ALV10749.1	AMC59242.1
N2.HOG0000504	OG0000255	n3					AMC59248.1
N2.HOG0000505	OG0000256	n0		CCC26789.1		ALV12970.1	AMC59311.1
N2.HOG0000506	OG0000257	n0		CCC26797.1		ALV10813.1	AMC59324.1
N2.HOG0000507	OG0000258	n0		CCC26912.1		ALV10912.1	AMC59452.1
N2.HOG0000508	OG0000259	n3				ALV10967.1	
N2.HOG0000509	OG0000259	n4				ALV10968.1	
N2.HOG0000510	OG0000260	n0		CCC26975.1		ALV10972.1	AMC59516.1
N2.HOG0000511	OG0000261	n0		CCC26984.1		ALV12990.1	AMC59527.1
N2.HOG0000512	OG0000262	n0		CCC26995.1		ALV12991.1	AMC59540.1
N2.HOG0000513	OG0000263	n0		CCC26999.1		ALV10991.1	AMC59544.1
N2.HOG0000514	OG0000264	n0		CCC27029.1		ALV12996.1	AMC59579.1
N2.HOG0000515	OG0000265	n0		CCC27122.1		ALV13006.1	AMC59683.1
N2.HOG0000516	OG0000266	n0		CCC27160.1		ALV11137.1	AMC59728.1
N2.HOG0000517	OG0000267	n0		CCC27197.1		ALV13013.1	AMC59770.1, AMC59772.1, AMC59771.1
N2.HOG0000518	OG0000268	n0		CCC27213.1		ALV13014.1	AMC59789.1
N2.HOG0000519	OG0000269	n0		CCC27227.1		ALV11200.1	AMC59807.1
N2.HOG0000520	OG0000270	n0		CCC27254.1		ALV11222.1	AMC59837.1
N2.HOG0000521	OG0000271	n1		CCC27509.1			AMC60115.1
N2.HOG0000522	OG0000271	n2		CCC27258.1		ALV11225.1, ALV13053.1	AMC59841.1
N2.HOG0000523	OG0000272	n4					AMC59859.1
N2.HOG0000524	OG0000273	n0		CCC27276.1		ALV11240.1	AMC59862.1, AMC59861.1
N2.HOG0000525	OG0000274	n0		CCC27282.1		ALV11246.1	AMC59868.1
N2.HOG0000526	OG0000275	n0		CCC27297.1		ALV11260.1	AMC59887.1
N2.HOG0000527	OG0000276	n0		CCC27323.1		ALV11284.1	AMC59917.1
N2.HOG0000528	OG0000277	n0		CCC27373.1		ALV13038.1	AMC59967.1
N2.HOG0000529	OG0000278	n0		CCC27414.1		ALV11366.1	AMC60012.1
N2.HOG0000530	OG0000279	n0		CCC27443.1		ALV11382.1	AMC60042.1
N2.HOG0000531	OG0000280	n0		CCC27460.1		ALV11397.1	AMC60061.1
N2.HOG0000532	OG0000281	n0		CCC27461.1		ALV11398.1	AMC60062.1
N2.HOG0000533	OG0000282	n0		CCC27474.1		ALV11410.1	AMC60078.1
N2.HOG0000534	OG0000283	n0		CCC27501.1		ALV11438.1	AMC60106.1
N2.HOG0000535	OG0000284	n0		CCC27556.1		ALV11485.1	AMC60164.1
N2.HOG0000536	OG0000285	n2		CCC27578.1		ALV11505.1	
N2.HOG0000537	OG0000285	n3		CCC27616.1		ALV11543.1	AMC60233.1
N2.HOG0000538	OG0000286	n0		CCC27603.1		ALV11532.1	AMC60218.1
N2.HOG0000539	OG0000287	n0		CCC27610.1		ALV11538.1	AMC60227.1
N2.HOG0000540	OG0000288	n0		CCC27669.1		ALV13073.1	AMC60288.1
N2.HOG0000541	OG0000289	n0		CCC27745.1		ALV11659.1	AMC60382.1
N2.HOG0000542	OG0000290	n0		CCC27764.1		ALV11672.1	AMC60402.1
N2.HOG0000543	OG0000291	n0		CCC27773.1		ALV11681.1	AMC60411.1
N2.HOG0000544	OG0000292	n0		CCC27823.1		ALV11723.1	AMC60461.1
N2.HOG0000545	OG0000293	n0		CCC27921.1		ALV11817.1	AMC60564.1
N2.HOG0000546	OG0000294	n0		CCC27961.1		ALV11855.1	AMC60608.1
N2.HOG0000547	OG0000295	n0		CCC28003.1		ALV11890.1	AMC60653.1
N2.HOG0000548	OG0000296	n0		CCC28056.1		ALV11937.1	AMC60716.1
N2.HOG0000549	OG0000297	n0		CCC28057.1		ALV11938.1	AMC60718.1, AMC60717.1
N2.HOG0000550	OG0000298	n0		CCC28062.1		ALV11942.1	AMC60723.1
N2.HOG0000551	OG0000299	n0		CCC28063.1		ALV11943.1	AMC60724.1
N2.HOG0000552	OG0000300	n0		CCC28071.1		ALV11949.1	AMC60733.1
N2.HOG0000553	OG0000301	n0		CCC28113.1		ALV11986.1	AMC60774.1
N2.HOG0000554	OG0000302	n0		CCC28116.1		ALV13129.1	AMC60777.1
N2.HOG0000555	OG0000303	n0		CCC28122.1		ALV11991.1	AMC60783.1
N2.HOG0000556	OG0000304	n0		CCC28142.1		ALV12008.1	AMC60803.1
N2.HOG0000557	OG0000305	n0		CCC28179.1		ALV12044.1	AMC60845.1
N2.HOG0000558	OG0000306	n1		CCC28186.1		ALV12050.1	AMC60852.1
N2.HOG0000559	OG0000306	n3		CCC28410.1		ALV12278.1	AMC61096.1
N2.HOG0000560	OG0000307	n0		CCC28246.1		ALV12099.1	AMC60916.1
N2.HOG0000561	OG0000308	n0		CCC28250.1		ALV12102.1	AMC60921.1
N2.HOG0000562	OG0000309	n0		CCC28290.1		ALV12136.1	AMC60972.1
N2.HOG0000563	OG0000310	n1		CCC28320.1		ALV12162.1	AMC61002.1
N2.HOG0000564	OG0000310	n3		CCC28806.1		ALV13225.1	AMC61539.1
N2.HOG0000565	OG0000311	n0		CCC28335.1		ALV12176.1	AMC61017.1
N2.HOG0000566	OG0000312	n0		CCC28351.1			
N2.HOG0000567	OG0000312	n4				ALV12191.1	AMC61033.1
N2.HOG0000568	OG0000313	n0		CCC28354.1		ALV12194.1	AMC61037.1
N2.HOG0000569	OG0000314	n0		CCC28366.1		ALV12204.1	AMC61051.1
N2.HOG0000570	OG0000315	n0		CCC28369.1		ALV12207.1	AMC61055.1
N2.HOG0000571	OG0000316	n0		CCC28381.1		ALV13169.1, ALV13167.1, ALV13165.1	AMC61068.1
N2.HOG0000572	OG0000317	n0		CCC28387.1		ALV12241.1, ALV12224.1, ALV12258.1	AMC61074.1
N2.HOG0000573	OG0000318	n0		CCC28390.1		ALV12261.1, ALV12227.1, ALV12244.1	AMC61078.1
N2.HOG0000574	OG0000319	n0		CCC28391.1		ALV12262.1, ALV12228.1, ALV12245.1	AMC61079.1
N2.HOG0000575	OG0000320	n0		CCC28396.1		ALV12266.1, ALV12249.1, ALV12232.1	AMC61084.1
N2.HOG0000576	OG0000321	n0		CCC28423.1		ALV12286.1	AMC61113.1, AMC61112.1
N2.HOG0000577	OG0000322	n0		CCC28489.1		ALV12341.1	AMC61186.1
N2.HOG0000578	OG0000323	n0		CCC28547.1		ALV12387.1	AMC61250.1
N2.HOG0000579	OG0000324	n0		CCC28549.1		ALV12389.1	AMC61252.1
N2.HOG0000580	OG0000325	n0		CCC28566.1		ALV13197.1	AMC61269.1
N2.HOG0000581	OG0000326	n0		CCC28596.1		ALV12425.1	AMC61316.1
N2.HOG0000582	OG0000327	n0		CCC28653.1		ALV12476.1	AMC61375.1
N2.HOG0000583	OG0000328	n0		CCC28710.1		ALV12525.1	AMC61434.1
N2.HOG0000584	OG0000329	n0		CCC28724.1		ALV13215.1	AMC61448.1
N2.HOG0000585	OG0000330	n0		CCC28752.1		ALV12558.1	AMC61479.1
N2.HOG0000586	OG0000331	n0		CCC28795.1		ALV12595.1	AMC61526.1
N2.HOG0000587	OG0000332	n0		CCC28849.1		ALV12636.1	AMC61580.1
N2.HOG0000588	OG0000333	n0		CCC28883.1		ALV12667.1	AMC61619.1
N2.HOG0000589	OG0000334	n0		CCC28884.1			
N2.HOG0000590	OG0000334	n4				ALV12668.1	AMC61620.1
N2.HOG0000591	OG0000335	n0		CCC28939.1		ALV12717.1	AMC61685.1
N2.HOG0000592	OG0000340	n0					AMC60119.1
N2.HOG0000593	OG0000341	n0				ALV09538.1, ALV09537.1, ALV10858.1, ALV09968.1, ALV10895.1, ALV09536.1	
N2.HOG0000594	OG0000342	n0		CCC25075.1		ALV09281.1	AMC57428.1
N2.HOG0000595	OG0000343	n0		CCC25076.1		ALV09282.1	AMC57429.1
N2.HOG0000596	OG0000344	n0		CCC25077.1		ALV09283.1	AMC57430.1
N2.HOG0000597	OG0000345	n0		CCC25078.1		ALV09284.1	AMC57431.1
N2.HOG0000598	OG0000346	n0		CCC25079.1		ALV12767.1	AMC57432.1
N2.HOG0000599	OG0000347	n0		CCC25080.1		ALV09285.1	AMC57434.1
N2.HOG0000600	OG0000348	n0		CCC25083.1		ALV09289.1	AMC57440.1
N2.HOG0000601	OG0000349	n0		CCC25085.1		ALV09290.1	AMC57443.1
N2.HOG0000602	OG0000350	n0		CCC25087.1		ALV09292.1	AMC57445.1
N2.HOG0000603	OG0000351	n0		CCC25088.1		ALV09293.1	AMC57446.1
N2.HOG0000604	OG0000352	n0		CCC25089.1		ALV09294.1	AMC57447.1
N2.HOG0000605	OG0000353	n0		CCC25090.1		ALV09295.1	AMC57448.1
N2.HOG0000606	OG0000354	n0		CCC25091.1		ALV09296.1	AMC57449.1
N2.HOG0000607	OG0000355	n0		CCC25092.1		ALV09297.1	AMC57450.1
N2.HOG0000608	OG0000356	n0		CCC25093.1		ALV09298.1	AMC57451.1
N2.HOG0000609	OG0000357	n0		CCC25094.1		ALV09299.1	AMC57452.1
N2.HOG0000610	OG0000358	n0		CCC25098.1		ALV09303.1	AMC57459.1, AMC57458.1
N2.HOG0000611	OG0000359	n0		CCC25112.1		ALV12770.1	AMC57474.1
N2.HOG0000612	OG0000360	n0		CCC25114.1		ALV09316.1	AMC57476.1
N2.HOG0000613	OG0000361	n0		CCC25115.1		ALV09317.1	AMC57477.1
N2.HOG0000614	OG0000362	n0		CCC25116.1		ALV09318.1	AMC57478.1
N2.HOG0000615	OG0000363	n0		CCC25118.1		ALV09320.1	AMC57480.1
N2.HOG0000616	OG0000364	n0		CCC25121.1		ALV09323.1	AMC57483.1
N2.HOG0000617	OG0000365	n0		CCC25123.1		ALV09325.1	AMC57485.1
N2.HOG0000618	OG0000366	n0		CCC25124.1		ALV09326.1	AMC57486.1
N2.HOG0000619	OG0000367	n0		CCC25125.1		ALV09327.1	AMC57487.1
N2.HOG0000620	OG0000368	n0		CCC25127.1		ALV09329.1	AMC57489.1
N2.HOG0000621	OG0000369	n0		CCC25128.1		ALV09330.1	AMC57490.1
N2.HOG0000622	OG0000370	n0		CCC25129.1		ALV09331.1	AMC57491.1
N2.HOG0000623	OG0000371	n0		CCC25130.1		ALV09332.1	AMC57492.1
N2.HOG0000624	OG0000372	n0		CCC25132.1		ALV09333.1	AMC57494.1
N2.HOG0000625	OG0000373	n0		CCC25140.1		ALV09343.1	AMC57505.1
N2.HOG0000626	OG0000374	n0		CCC25148.1		ALV09351.1	AMC57514.1
N2.HOG0000627	OG0000375	n0		CCC25177.1		ALV09375.1	AMC57546.1
N2.HOG0000628	OG0000376	n0		CCC25181.1		ALV09379.1	AMC57551.1
N2.HOG0000629	OG0000377	n0		CCC25182.1		ALV09380.1	AMC57552.1
N2.HOG0000630	OG0000378	n0		CCC25186.1		ALV12777.1	AMC57556.1
N2.HOG0000631	OG0000379	n0		CCC25189.1		ALV09386.1	AMC57559.1
N2.HOG0000632	OG0000380	n0		CCC25191.1		ALV12778.1	AMC57562.1
N2.HOG0000633	OG0000381	n0		CCC25194.1		ALV12781.1	AMC57565.1
N2.HOG0000634	OG0000382	n0		CCC25199.1		ALV09394.1	AMC57572.1
N2.HOG0000635	OG0000383	n0		CCC25210.1		ALV09404.1	AMC57584.1
N2.HOG0000636	OG0000384	n0		CCC25211.1		ALV09405.1	AMC57585.1
N2.HOG0000637	OG0000385	n0		CCC25212.1		ALV09406.1	AMC57586.1
N2.HOG0000638	OG0000386	n0		CCC25214.1		ALV09408.1	AMC57588.1
N2.HOG0000639	OG0000387	n0		CCC25220.1		ALV09412.1	AMC57594.1
N2.HOG0000640	OG0000388	n0		CCC25221.1		ALV12784.1	AMC57595.1
N2.HOG0000641	OG0000389	n0		CCC25222.1		ALV09413.1	AMC57596.1
N2.HOG0000642	OG0000390	n0		CCC25229.1		ALV09419.1	AMC57604.1
N2.HOG0000643	OG0000391	n0		CCC25230.1		ALV09420.1	AMC57605.1
N2.HOG0000644	OG0000392	n0		CCC25231.1		ALV12787.1	AMC57606.1
N2.HOG0000645	OG0000393	n0		CCC25235.1		ALV12788.1	AMC57611.1
N2.HOG0000646	OG0000394	n0		CCC25248.1		ALV09436.1	AMC57626.1
N2.HOG0000647	OG0000395	n0		CCC25249.1		ALV09437.1	AMC57627.1
N2.HOG0000648	OG0000396	n0		CCC25250.1		ALV09438.1	AMC57628.1
N2.HOG0000649	OG0000397	n0		CCC25251.1		ALV09439.1	AMC57629.1
N2.HOG0000650	OG0000398	n0		CCC25253.1		ALV09441.1	AMC57631.1
