HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N3.HOG0001551	OG0001318	n0		CCC27991.1		ALV13107.1	
N3.HOG0001552	OG0001319	n0		CCC27994.1		ALV13108.1	
N3.HOG0001553	OG0001320	n0		CCC27995.1		ALV11884.1	
N3.HOG0001554	OG0001321	n0		CCC27996.1		ALV11885.1	
N3.HOG0001555	OG0001322	n0		CCC27999.1		ALV13109.1	
N3.HOG0001556	OG0001323	n0		CCC28000.1		ALV11888.1	
N3.HOG0001557	OG0001324	n0		CCC28001.1		ALV11889.1	
N3.HOG0001558	OG0001325	n0		CCC28002.1		ALV13110.1	
N3.HOG0001559	OG0001326	n0		CCC28011.1		ALV13112.1	
N3.HOG0001560	OG0001327	n0		CCC28026.1		ALV11909.1	
N3.HOG0001561	OG0001328	n0		CCC28040.1		ALV11922.1	
N3.HOG0001562	OG0001329	n0		CCC28041.1		ALV11923.1	
N3.HOG0001563	OG0001330	n0		CCC28043.1		ALV11925.1	
N3.HOG0001564	OG0001331	n0		CCC28044.1		ALV13118.1	
N3.HOG0001565	OG0001332	n0		CCC28049.1		ALV11929.1	
N3.HOG0001566	OG0001333	n0		CCC28051.1		ALV11932.1	
N3.HOG0001567	OG0001334	n0		CCC28052.1		ALV11933.1	
N3.HOG0001568	OG0001335	n0		CCC28055.1		ALV11936.1	
N3.HOG0001569	OG0001336	n0		CCC28058.1		ALV13120.1	
N3.HOG0001570	OG0001337	n0		CCC28059.1		ALV11939.1	
N3.HOG0001571	OG0001338	n0		CCC28060.1		ALV11940.1	
N3.HOG0001572	OG0001339	n0		CCC28061.1		ALV11941.1	
N3.HOG0001573	OG0001340	n0		CCC28064.1		ALV11944.1	
N3.HOG0001574	OG0001341	n0		CCC28067.1		ALV11947.1	
N3.HOG0001575	OG0001342	n0		CCC28068.1		ALV13121.1	
N3.HOG0001576	OG0001343	n0		CCC28077.1		ALV11955.1	
N3.HOG0001577	OG0001344	n0		CCC28078.1		ALV11956.1	
N3.HOG0001578	OG0001345	n0		CCC28081.1		ALV11958.1	
N3.HOG0001579	OG0001346	n0		CCC28082.1		ALV11959.1	
N3.HOG0001580	OG0001347	n0		CCC28085.1		ALV11962.1	
N3.HOG0001581	OG0001348	n0		CCC28086.1		ALV11963.1	
N3.HOG0001582	OG0001349	n0		CCC28087.1		ALV11964.1	
N3.HOG0001583	OG0001350	n0		CCC28088.1		ALV11965.1	
N3.HOG0001584	OG0001351	n0		CCC28089.1		ALV11966.1	
N3.HOG0001585	OG0001352	n0		CCC28091.1		ALV11968.1	
N3.HOG0001586	OG0001353	n0		CCC28101.1		ALV11974.1	
N3.HOG0001587	OG0001354	n0		CCC28102.1		ALV11975.1	
N3.HOG0001588	OG0001355	n0		CCC28105.1		ALV11978.1	
N3.HOG0001589	OG0001356	n0		CCC28106.1		ALV11979.1	
N3.HOG0001590	OG0001357	n0		CCC28107.1		ALV11980.1	
N3.HOG0001591	OG0001358	n0		CCC28108.1		ALV11981.1	
N3.HOG0001592	OG0001359	n0		CCC28109.1		ALV11982.1	
N3.HOG0001593	OG0001360	n0		CCC28111.1		ALV13127.1	
N3.HOG0001594	OG0001361	n0		CCC28112.1		ALV11985.1	
N3.HOG0001595	OG0001362	n0		CCC28115.1		ALV13128.1	
N3.HOG0001596	OG0001363	n0		CCC28118.1		ALV11989.1	
N3.HOG0001597	OG0001364	n0		CCC28119.1		ALV11990.1	
N3.HOG0001598	OG0001365	n0		CCC28120.1		ALV13130.1	
N3.HOG0001599	OG0001366	n0		CCC28121.1		ALV13132.1	
N3.HOG0001600	OG0001367	n0		CCC28127.1		ALV13133.1	
N3.HOG0001601	OG0001368	n0		CCC28128.1		ALV11996.1	
N3.HOG0001602	OG0001369	n0		CCC28129.1		ALV11997.1	
N3.HOG0001603	OG0001370	n0		CCC28130.1		ALV11998.1	
N3.HOG0001604	OG0001371	n0		CCC28134.1		ALV12002.1	
N3.HOG0001605	OG0001372	n0		CCC28166.1		ALV12029.1	
N3.HOG0001606	OG0001373	n0		CCC28173.1		ALV12037.1	
N3.HOG0001607	OG0001374	n0		CCC28177.1		ALV12042.1	
N3.HOG0001608	OG0001375	n0		CCC28178.1		ALV12043.1	
N3.HOG0001609	OG0001376	n0		CCC28182.1		ALV13139.1	
N3.HOG0001610	OG0001377	n0		CCC28183.1		ALV12047.1	
N3.HOG0001611	OG0001378	n0		CCC28207.1		ALV12063.1	
N3.HOG0001612	OG0001379	n0		CCC28209.1		ALV13143.1	
N3.HOG0001613	OG0001380	n0		CCC28215.1		ALV12071.1	
N3.HOG0001614	OG0001381	n0		CCC28217.1		ALV12073.1	
N3.HOG0001615	OG0001382	n0		CCC28218.1		ALV12074.1	
N3.HOG0001616	OG0001383	n0		CCC28228.1		ALV12082.1	
N3.HOG0001617	OG0001384	n0		CCC28229.1		ALV12083.1	
N3.HOG0001618	OG0001385	n0		CCC28231.1		ALV12084.1	
N3.HOG0001619	OG0001386	n0		CCC28248.1		ALV13147.1	
N3.HOG0001620	OG0001387	n0		CCC28249.1		ALV12101.1	
N3.HOG0001621	OG0001388	n0		CCC28266.1		ALV13148.1	
N3.HOG0001622	OG0001389	n0		CCC28269.1		ALV12122.1	
N3.HOG0001623	OG0001390	n0		CCC28270.1		ALV13150.1	
N3.HOG0001624	OG0001391	n0		CCC28273.1		ALV12124.1	
N3.HOG0001625	OG0001392	n0		CCC28274.1		ALV13152.1	
N3.HOG0001626	OG0001393	n0		CCC28275.1		ALV13153.1	
N3.HOG0001627	OG0001394	n0		CCC28283.1		ALV13155.1	
N3.HOG0001628	OG0001395	n0		CCC28284.1		ALV12132.1	
N3.HOG0001629	OG0001396	n0		CCC28285.1		ALV12133.1	
N3.HOG0001630	OG0001397	n0		CCC28286.1		ALV12134.1	
N3.HOG0001631	OG0001398	n0		CCC28287.1		ALV13156.1	
N3.HOG0001632	OG0001399	n0		CCC28288.1		ALV13157.1	
N3.HOG0001633	OG0001400	n0		CCC28291.1		ALV12137.1	
N3.HOG0001634	OG0001401	n0		CCC28294.1		ALV12140.1	
N3.HOG0001635	OG0001402	n0		CCC28296.1		ALV12141.1	
N3.HOG0001636	OG0001403	n0		CCC28298.1		ALV12143.1	
N3.HOG0001637	OG0001404	n0		CCC28299.1		ALV12144.1	
N3.HOG0001638	OG0001405	n0		CCC28300.1		ALV13158.1	
N3.HOG0001639	OG0001406	n0		CCC28308.1		ALV12152.1	
N3.HOG0001640	OG0001407	n0		CCC28309.1		ALV12153.1	
N3.HOG0001641	OG0001408	n0		CCC28310.1		ALV13159.1	
N3.HOG0001642	OG0001409	n0		CCC28312.1		ALV12155.1	
N3.HOG0001643	OG0001410	n0		CCC28317.1		ALV12159.1	
N3.HOG0001644	OG0001411	n0		CCC28318.1		ALV12160.1	
N3.HOG0001645	OG0001412	n0		CCC28321.1		ALV12163.1	
N3.HOG0001646	OG0001413	n0		CCC28322.1		ALV12164.1	
N3.HOG0001647	OG0001414	n0		CCC28323.1		ALV12165.1	
N3.HOG0001648	OG0001415	n0		CCC28325.1		ALV13161.1	
N3.HOG0001649	OG0001416	n0		CCC28326.1		ALV12167.1	
N3.HOG0001650	OG0001417	n0		CCC28327.1		ALV12168.1	
N3.HOG0001651	OG0001418	n0		CCC28328.1		ALV12169.1	
N3.HOG0001652	OG0001419	n0		CCC28329.1		ALV12170.1	
N3.HOG0001653	OG0001420	n0		CCC28336.1		ALV12177.1	
N3.HOG0001654	OG0001421	n0		CCC28337.1		ALV12178.1	
N3.HOG0001655	OG0001422	n0		CCC28338.1		ALV12179.1	
N3.HOG0001656	OG0001423	n0		CCC28340.1		ALV12181.1	
N3.HOG0001657	OG0001424	n0		CCC28341.1		ALV12182.1	
N3.HOG0001658	OG0001425	n0		CCC28342.1		ALV12183.1	
N3.HOG0001659	OG0001426	n0		CCC28343.1		ALV12184.1	
N3.HOG0001660	OG0001427	n0		CCC28344.1		ALV12185.1	
N3.HOG0001661	OG0001428	n0		CCC28345.1		ALV12186.1	
N3.HOG0001662	OG0001429	n0		CCC28346.1		ALV12187.1	
N3.HOG0001663	OG0001430	n0		CCC28347.1		ALV12188.1	
N3.HOG0001664	OG0001431	n0		CCC28348.1		ALV12189.1	
N3.HOG0001665	OG0001432	n0		CCC28350.1		ALV12190.1	
N3.HOG0001666	OG0001433	n0		CCC28355.1		ALV12195.1	
N3.HOG0001667	OG0001434	n0		CCC28356.1		ALV12196.1	
N3.HOG0001668	OG0001435	n0		CCC28357.1		ALV13163.1	
N3.HOG0001669	OG0001436	n0		CCC28358.1		ALV12197.1	
N3.HOG0001670	OG0001437	n0		CCC28359.1		ALV12198.1	
N3.HOG0001671	OG0001438	n0		CCC28360.1		ALV12199.1	
N3.HOG0001672	OG0001439	n0		CCC28361.1		ALV12200.1	
N3.HOG0001673	OG0001440	n0		CCC28363.1		ALV12202.1	
N3.HOG0001674	OG0001441	n0		CCC28364.1		ALV13164.1	
N3.HOG0001675	OG0001442	n0		CCC28367.1		ALV12205.1	
N3.HOG0001676	OG0001443	n0		CCC28372.1		ALV12210.1	
N3.HOG0001677	OG0001444	n0		CCC28376.1		ALV12214.1	
N3.HOG0001678	OG0001445	n0		CCC28379.1		ALV12217.1	
N3.HOG0001679	OG0001446	n0		CCC28382.1		ALV12236.1, ALV12219.1, ALV12253.1	
N3.HOG0001680	OG0001447	n0		CCC28393.1		ALV13166.1, ALV13168.1, ALV13170.1	
N3.HOG0001681	OG0001448	n0		CCC28394.1		ALV12230.1, ALV12264.1, ALV12247.1	
N3.HOG0001682	OG0001449	n0		CCC28400.1		ALV12270.1	
N3.HOG0001683	OG0001450	n0		CCC28401.1		ALV12271.1	
N3.HOG0001684	OG0001451	n0		CCC28416.1		ALV12281.1	
N3.HOG0001685	OG0001452	n0		CCC28420.1		ALV12284.1	
N3.HOG0001686	OG0001453	n0		CCC28421.1			
N3.HOG0001687	OG0001454	n0		CCC28422.1		ALV12285.1	
N3.HOG0001688	OG0001455	n0		CCC28426.1		ALV12289.1	
N3.HOG0001689	OG0001456	n2		CCC28432.1		ALV12706.1	
N3.HOG0001690	OG0001456	n3		CCC28928.1		ALV12293.1	
N3.HOG0001691	OG0001457	n0		CCC28438.1		ALV12300.1	
N3.HOG0001692	OG0001458	n0		CCC28440.1		ALV13178.1	
N3.HOG0001693	OG0001459	n0		CCC28450.1		ALV12311.1	
N3.HOG0001694	OG0001460	n0		CCC28456.1		ALV12315.1	
N3.HOG0001695	OG0001461	n0		CCC28472.1		ALV12326.1	
N3.HOG0001696	OG0001462	n0		CCC28479.1		ALV12332.1	
N3.HOG0001697	OG0001463	n0		CCC28483.1		ALV12335.1	
N3.HOG0001698	OG0001464	n0		CCC28484.1		ALV12336.1	
N3.HOG0001699	OG0001465	n0		CCC28492.1		ALV12344.1	
N3.HOG0001700	OG0001466	n0		CCC28493.1		ALV12345.1	
N3.HOG0001701	OG0001467	n0		CCC28494.1		ALV12346.1	
N3.HOG0001702	OG0001468	n0		CCC28495.1		ALV12347.1	
N3.HOG0001703	OG0001469	n0		CCC28498.1		ALV12350.1	
N3.HOG0001704	OG0001470	n0		CCC28499.1		ALV12351.1	
N3.HOG0001705	OG0001471	n0		CCC28501.1		ALV12353.1	
N3.HOG0001706	OG0001472	n0		CCC28502.1		ALV12354.1	
N3.HOG0001707	OG0001473	n0		CCC28504.1		ALV13187.1	
N3.HOG0001708	OG0001474	n0		CCC28505.1		ALV12356.1	
N3.HOG0001709	OG0001475	n0		CCC28506.1		ALV13188.1	
N3.HOG0001710	OG0001476	n0		CCC28517.1		ALV12362.1	
N3.HOG0001711	OG0001477	n0		CCC28520.1		ALV12364.1	
N3.HOG0001712	OG0001478	n0		CCC28522.1		ALV12366.1	
N3.HOG0001713	OG0001479	n0		CCC28525.1		ALV12368.1	
N3.HOG0001714	OG0001480	n0		CCC28526.1		ALV12369.1	
N3.HOG0001715	OG0001481	n0		CCC28527.1		ALV13191.1	
N3.HOG0001716	OG0001482	n0		CCC28528.1		ALV12370.1	
N3.HOG0001717	OG0001483	n0		CCC28539.1		ALV12379.1	
N3.HOG0001718	OG0001484	n0		CCC28540.1		ALV12380.1	
N3.HOG0001719	OG0001485	n0		CCC28541.1		ALV12381.1	
N3.HOG0001720	OG0001486	n0		CCC28542.1		ALV12382.1	
N3.HOG0001721	OG0001487	n0		CCC28543.1		ALV12383.1	
N3.HOG0001722	OG0001488	n0		CCC28544.1		ALV12384.1	
N3.HOG0001723	OG0001489	n0		CCC28546.1		ALV12386.1	
N3.HOG0001724	OG0001490	n0		CCC28548.1		ALV12388.1	
N3.HOG0001725	OG0001491	n0		CCC28557.1		ALV13194.1	
N3.HOG0001726	OG0001492	n0		CCC28563.1		ALV13196.1	
N3.HOG0001727	OG0001493	n0		CCC28572.1		ALV12403.1	
N3.HOG0001728	OG0001494	n0		CCC28587.1		ALV12417.1	
N3.HOG0001729	OG0001495	n0		CCC28591.1		ALV12420.1	
N3.HOG0001730	OG0001496	n0		CCC28592.1		ALV12421.1	
N3.HOG0001731	OG0001497	n0		CCC28601.1		ALV12429.1	
N3.HOG0001732	OG0001498	n0		CCC28617.1		ALV12445.1	
N3.HOG0001733	OG0001499	n0		CCC28630.1		ALV12456.1	
N3.HOG0001734	OG0001500	n3				ALV12460.1	
N3.HOG0001735	OG0001501	n0		CCC28656.1		ALV13207.1	
N3.HOG0001736	OG0001502	n0		CCC28661.1		ALV12483.1	
N3.HOG0001737	OG0001503	n0		CCC28662.1		ALV12484.1	
N3.HOG0001738	OG0001504	n0		CCC28663.1		ALV12485.1	
N3.HOG0001739	OG0001505	n0		CCC28664.1		ALV12486.1	
N3.HOG0001740	OG0001506	n0		CCC28665.1		ALV12487.1	
N3.HOG0001741	OG0001507	n0		CCC28666.1		ALV12488.1	
N3.HOG0001742	OG0001508	n0		CCC28667.1		ALV12489.1	
N3.HOG0001743	OG0001509	n0		CCC28669.1		ALV12490.1	
N3.HOG0001744	OG0001510	n0		CCC28670.1		ALV12491.1	
N3.HOG0001745	OG0001511	n0		CCC28671.1		ALV12492.1	
N3.HOG0001746	OG0001512	n0		CCC28673.1		ALV12494.1	
N3.HOG0001747	OG0001513	n0		CCC28674.1		ALV12495.1	
N3.HOG0001748	OG0001514	n0		CCC28675.1		ALV12496.1	
N3.HOG0001749	OG0001515	n0		CCC28678.1		ALV12499.1	
N3.HOG0001750	OG0001516	n0		CCC28679.1		ALV12500.1	
N3.HOG0001751	OG0001517	n0		CCC28680.1		ALV12501.1	
N3.HOG0001752	OG0001518	n0		CCC28682.1		ALV12503.1	
N3.HOG0001753	OG0001519	n0		CCC28683.1		ALV12504.1	
N3.HOG0001754	OG0001520	n0		CCC28684.1		ALV12505.1	
N3.HOG0001755	OG0001521	n0		CCC28685.1		ALV12506.1	
N3.HOG0001756	OG0001522	n0		CCC28686.1		ALV12507.1	
N3.HOG0001757	OG0001523	n0		CCC28687.1		ALV12508.1	
N3.HOG0001758	OG0001524	n0		CCC28688.1		ALV12509.1	
N3.HOG0001759	OG0001525	n0		CCC28689.1		ALV12510.1	
N3.HOG0001760	OG0001526	n0		CCC28690.1		ALV12511.1	
N3.HOG0001761	OG0001527	n0		CCC28691.1		ALV12512.1	
N3.HOG0001762	OG0001528	n0		CCC28692.1		ALV12513.1	
N3.HOG0001763	OG0001529	n0		CCC28947.1, CCC28698.1		ALV12725.1	
N3.HOG0001764	OG0001530	n0		CCC28700.1		ALV13209.1	
N3.HOG0001765	OG0001531	n0		CCC28701.1		ALV12518.1	
N3.HOG0001766	OG0001532	n0		CCC28703.1		ALV12519.1	
N3.HOG0001767	OG0001533	n0		CCC28704.1		ALV12520.1	
N3.HOG0001768	OG0001534	n0		CCC28705.1		ALV12521.1	
N3.HOG0001769	OG0001535	n0		CCC28707.1		ALV12522.1	
N3.HOG0001770	OG0001536	n0		CCC28708.1		ALV12523.1	
N3.HOG0001771	OG0001537	n0		CCC28711.1		ALV13212.1	
N3.HOG0001772	OG0001538	n0		CCC28720.1		ALV12533.1	
N3.HOG0001773	OG0001539	n0		CCC28722.1		ALV12534.1	
N3.HOG0001774	OG0001540	n0		CCC28723.1		ALV12535.1	
N3.HOG0001775	OG0001541	n0		CCC28738.1		ALV12545.1	
N3.HOG0001776	OG0001542	n0		CCC28739.1		ALV13220.1	
N3.HOG0001777	OG0001543	n0		CCC28740.1		ALV12546.1	
N3.HOG0001778	OG0001544	n0		CCC28741.1		ALV12547.1	
N3.HOG0001779	OG0001545	n0		CCC28744.1		ALV12550.1	
N3.HOG0001780	OG0001546	n0		CCC28745.1		ALV12551.1	
N3.HOG0001781	OG0001547	n0		CCC28746.1		ALV12552.1	
N3.HOG0001782	OG0001548	n0		CCC28747.1		ALV12553.1	
N3.HOG0001783	OG0001549	n0		CCC28748.1		ALV12554.1	
N3.HOG0001784	OG0001550	n0		CCC28749.1		ALV12555.1	
N3.HOG0001785	OG0001551	n0		CCC28750.1		ALV12556.1	
N3.HOG0001786	OG0001552	n0		CCC28753.1		ALV12559.1	
N3.HOG0001787	OG0001553	n0		CCC28754.1		ALV12560.1	
N3.HOG0001788	OG0001554	n0		CCC28756.1		ALV12562.1	
N3.HOG0001789	OG0001555	n0		CCC28757.1		ALV12563.1	
N3.HOG0001790	OG0001556	n0		CCC28758.1		ALV12564.1	
N3.HOG0001791	OG0001557	n0		CCC28759.1		ALV12565.1	
N3.HOG0001792	OG0001558	n0		CCC28760.1		ALV12566.1	
N3.HOG0001793	OG0001559	n0		CCC28772.1		ALV12576.1	
N3.HOG0001794	OG0001560	n0		CCC28776.1		ALV12578.1	
N3.HOG0001795	OG0001561	n0		CCC28782.1		ALV12583.1	
N3.HOG0001796	OG0001562	n0		CCC28785.1		ALV12586.1	
N3.HOG0001797	OG0001563	n0		CCC28786.1		ALV12587.1	
N3.HOG0001798	OG0001564	n0		CCC28787.1		ALV12588.1	
N3.HOG0001799	OG0001565	n0		CCC28791.1		ALV12591.1	
N3.HOG0001800	OG0001566	n0		CCC28793.1		ALV12593.1	
N3.HOG0001801	OG0001567	n0		CCC28794.1		ALV12594.1	
N3.HOG0001802	OG0001568	n0		CCC28796.1		ALV12596.1	
N3.HOG0001803	OG0001569	n0		CCC28797.1		ALV12597.1	
N3.HOG0001804	OG0001570	n0		CCC28798.1		ALV12598.1	
N3.HOG0001805	OG0001571	n0		CCC28799.1		ALV12599.1	
N3.HOG0001806	OG0001572	n0		CCC28800.1		ALV12600.1	
N3.HOG0001807	OG0001573	n0		CCC28801.1		ALV12601.1	
N3.HOG0001808	OG0001574	n0		CCC28811.1		ALV12608.1	
N3.HOG0001809	OG0001575	n0		CCC28834.1		ALV12622.1	
N3.HOG0001810	OG0001576	n0		CCC28835.1		ALV12623.1	
N3.HOG0001811	OG0001577	n0		CCC28836.1		ALV12624.1	
N3.HOG0001812	OG0001578	n0		CCC28856.1		ALV12642.1	
N3.HOG0001813	OG0001579	n0		CCC28858.1		ALV12644.1	
N3.HOG0001814	OG0001580	n0		CCC28859.1		ALV12645.1	
N3.HOG0001815	OG0001581	n0		CCC28861.1		ALV13233.1	
N3.HOG0001816	OG0001582	n0		CCC28862.1		ALV12648.1	
N3.HOG0001817	OG0001583	n0		CCC28863.1		ALV12649.1	
N3.HOG0001818	OG0001584	n0		CCC28864.1		ALV13234.1	
N3.HOG0001819	OG0001585	n0		CCC28865.1		ALV12650.1	
N3.HOG0001820	OG0001586	n0		CCC28866.1		ALV12651.1	
N3.HOG0001821	OG0001587	n0		CCC28867.1		ALV12652.1	
N3.HOG0001822	OG0001588	n0		CCC28873.1		ALV12657.1	
N3.HOG0001823	OG0001589	n0		CCC28874.1		ALV12658.1	
N3.HOG0001824	OG0001590	n0		CCC28876.1		ALV12660.1	
N3.HOG0001825	OG0001591	n0		CCC28877.1		ALV12661.1	
N3.HOG0001826	OG0001592	n0		CCC28878.1		ALV12662.1	
N3.HOG0001827	OG0001593	n0		CCC28879.1		ALV12663.1	
N3.HOG0001828	OG0001594	n0		CCC28885.1		ALV12669.1	
N3.HOG0001829	OG0001595	n0		CCC28886.1		ALV12670.1	
N3.HOG0001830	OG0001596	n0		CCC28887.1		ALV12671.1	
N3.HOG0001831	OG0001597	n0		CCC28889.1		ALV12673.1	
N3.HOG0001832	OG0001598	n0		CCC28890.1		ALV12674.1	
N3.HOG0001833	OG0001599	n0		CCC28891.1		ALV12675.1	
N3.HOG0001834	OG0001600	n0		CCC28892.1		ALV12676.1	
N3.HOG0001835	OG0001601	n0		CCC28893.1		ALV13236.1	
N3.HOG0001836	OG0001602	n0		CCC28894.1		ALV13237.1	
N3.HOG0001837	OG0001603	n0		CCC28897.1		ALV12679.1	
N3.HOG0001838	OG0001604	n0		CCC28900.1		ALV12682.1	
N3.HOG0001839	OG0001605	n0		CCC28905.1		ALV13239.1	
N3.HOG0001840	OG0001606	n0		CCC28913.1		ALV12693.1	
N3.HOG0001841	OG0001607	n0		CCC28918.1		ALV12697.1	
N3.HOG0001842	OG0001608	n0		CCC28919.1		ALV12698.1	
N3.HOG0001843	OG0001609	n0		CCC28921.1		ALV12700.1	
N3.HOG0001844	OG0001610	n0		CCC28922.1		ALV12701.1	
N3.HOG0001845	OG0001611	n0		CCC28926.1		ALV13241.1	
N3.HOG0001846	OG0001612	n0		CCC28927.1		ALV12705.1	
N3.HOG0001847	OG0001613	n0		CCC28929.1		ALV12707.1	
N3.HOG0001848	OG0001614	n0		CCC28930.1		ALV12709.1	
N3.HOG0001849	OG0001615	n0		CCC28931.1		ALV12710.1	
N3.HOG0001850	OG0001616	n0		CCC28933.1		ALV13242.1	
N3.HOG0001851	OG0001617	n0		CCC28934.1		ALV12712.1	
N3.HOG0001852	OG0001618	n0		CCC28936.1		ALV12714.1	
N3.HOG0001853	OG0001619	n0		CCC28937.1		ALV12715.1	
N3.HOG0001854	OG0001620	n0		CCC28938.1		ALV12716.1	
N3.HOG0001855	OG0001621	n0		CCC28942.1		ALV12720.1	
N3.HOG0001856	OG0001622	n0		CCC28943.1		ALV12721.1	
N3.HOG0001857	OG0001623	n0		CCC28979.1		ALV12745.1	
N3.HOG0001858	OG0001624	n0		CCC28990.1		ALV12751.1	
N3.HOG0001859	OG0001625	n0		CCC28991.1		ALV12752.1	
N3.HOG0001860	OG0001626	n0		CCC28992.1		ALV13247.1	
N3.HOG0001861	OG0001627	n0		CCC28993.1		ALV12753.1	
N3.HOG0001862	OG0001628	n0		CCC28996.1		ALV12756.1	
N3.HOG0001863	OG0001629	n0		CCC28998.1		ALV12758.1	
N3.HOG0001864	OG0001630	n0		CCC28999.1		ALV12759.1	
N3.HOG0001865	OG0001631	n0		CCC29000.1		ALV12760.1	
N3.HOG0001866	OG0001632	n0		CCC29001.1		ALV12761.1	
N3.HOG0001867	OG0001633	n0		CCC29002.1		ALV12762.1	
N3.HOG0001868	OG0001634	n0		CCC29003.1		ALV12763.1	
N3.HOG0001869	OG0001635	n0		CCC29004.1		ALV12764.1	
N3.HOG0001870	OG0001637	n0				ALV10006.1	
N3.HOG0001871	OG0001649	n0				ALV13022.1	
N3.HOG0001872	OG0001650	n0				ALV12238.1, ALV12221.1, ALV12255.1	
N3.HOG0001873	OG0001652	n0				ALV11143.1	
N3.HOG0001874	OG0001653	n0		CCC25082.1		ALV09288.1	
N3.HOG0001875	OG0001654	n0		CCC25084.1			
N3.HOG0001876	OG0001655	n0		CCC25086.1		ALV09291.1	
N3.HOG0001877	OG0001656	n0		CCC25096.1		ALV09301.1	
N3.HOG0001878	OG0001657	n0		CCC25097.1		ALV09302.1	
N3.HOG0001879	OG0001658	n0		CCC25099.1		ALV09304.1	
N3.HOG0001880	OG0001659	n0		CCC25100.1		ALV12768.1	
N3.HOG0001881	OG0001660	n0		CCC25101.1		ALV09305.1	
N3.HOG0001882	OG0001661	n0		CCC25102.1		ALV09306.1	
N3.HOG0001883	OG0001662	n0		CCC25103.1		ALV09307.1	
N3.HOG0001884	OG0001663	n0		CCC25104.1		ALV09308.1	
N3.HOG0001885	OG0001664	n0		CCC25110.1		ALV12769.1	
N3.HOG0001886	OG0001665	n0		CCC25111.1		ALV09314.1	
N3.HOG0001887	OG0001666	n0		CCC25113.1		ALV09315.1	
N3.HOG0001888	OG0001667	n0		CCC25117.1		ALV09319.1	
N3.HOG0001889	OG0001668	n0		CCC25119.1		ALV09321.1	
N3.HOG0001890	OG0001669	n0		CCC25122.1		ALV09324.1	
N3.HOG0001891	OG0001670	n0		CCC25126.1		ALV09328.1	
N3.HOG0001892	OG0001671	n0		CCC25136.1		ALV09338.1	
N3.HOG0001893	OG0001672	n0		CCC25137.1		ALV09339.1	
N3.HOG0001894	OG0001673	n0		CCC25143.1		ALV09346.1	
N3.HOG0001895	OG0001674	n0		CCC25150.1		ALV09353.1	
N3.HOG0001896	OG0001675	n0		CCC25151.1		ALV12772.1	
N3.HOG0001897	OG0001676	n0		CCC25168.1		ALV09368.1	
N3.HOG0001898	OG0001677	n0		CCC25170.1			
N3.HOG0001899	OG0001678	n0		CCC25171.1		ALV09370.1	
N3.HOG0001900	OG0001679	n0		CCC25172.1		ALV09371.1	
N3.HOG0001901	OG0001680	n0		CCC25173.1		ALV09372.1	
N3.HOG0001902	OG0001681	n0		CCC25174.1		ALV12776.1	
N3.HOG0001903	OG0001682	n0		CCC25175.1		ALV09373.1	
N3.HOG0001904	OG0001683	n0		CCC25183.1		ALV09381.1	
N3.HOG0001905	OG0001684	n0		CCC25188.1		ALV09385.1	
N3.HOG0001906	OG0001685	n0		CCC25193.1		ALV12780.1	
N3.HOG0001907	OG0001686	n0		CCC25195.1		ALV09389.1	
N3.HOG0001908	OG0001687	n0		CCC25196.1		ALV09390.1	
N3.HOG0001909	OG0001688	n0		CCC25200.1		ALV09395.1	
N3.HOG0001910	OG0001689	n0		CCC25201.1		ALV09396.1	
N3.HOG0001911	OG0001690	n0		CCC25202.1		ALV09397.1	
N3.HOG0001912	OG0001691	n0		CCC25204.1		ALV09399.1	
N3.HOG0001913	OG0001692	n0		CCC25206.1		ALV09401.1	
N3.HOG0001914	OG0001693	n0		CCC25207.1		ALV09402.1	
N3.HOG0001915	OG0001694	n0		CCC25209.1		ALV09403.1	
N3.HOG0001916	OG0001695	n0		CCC25213.1		ALV09407.1	
N3.HOG0001917	OG0001696	n0		CCC25215.1		ALV09409.1	
N3.HOG0001918	OG0001697	n0		CCC25216.1		ALV12782.1	
N3.HOG0001919	OG0001698	n0		CCC25217.1		ALV12783.1	
N3.HOG0001920	OG0001699	n0		CCC25218.1		ALV09410.1	
N3.HOG0001921	OG0001700	n0		CCC25219.1		ALV09411.1	
N3.HOG0001922	OG0001701	n0		CCC25227.1		ALV09416.1	
N3.HOG0001923	OG0001702	n0		CCC25228.1		ALV09417.1	
N3.HOG0001924	OG0001703	n0		CCC25232.1		ALV09422.1	
N3.HOG0001925	OG0001704	n0		CCC25236.1		ALV12789.1	
N3.HOG0001926	OG0001705	n0		CCC25237.1		ALV09425.1	
N3.HOG0001927	OG0001706	n0		CCC25252.1		ALV09440.1	
N3.HOG0001928	OG0001707	n0		CCC25255.1		ALV12791.1	
N3.HOG0001929	OG0001708	n0		CCC25260.1		ALV09448.1	
N3.HOG0001930	OG0001709	n0		CCC25261.1		ALV09449.1	
N3.HOG0001931	OG0001710	n0		CCC25264.1		ALV09452.1	
N3.HOG0001932	OG0001711	n0		CCC25265.1		ALV09453.1	
N3.HOG0001933	OG0001712	n0		CCC25271.1		ALV09457.1	
N3.HOG0001934	OG0001713	n0		CCC25272.1		ALV09458.1	
N3.HOG0001935	OG0001714	n0		CCC25274.1		ALV09459.1	
N3.HOG0001936	OG0001715	n0		CCC25278.1		ALV09462.1	
N3.HOG0001937	OG0001716	n0		CCC25282.1		ALV09466.1	
