Orthogroup	Mafric	Mavium
OG0002307	CCC27766.1	AAS05126.1
OG0002308	CCC27767.1	AAS05127.1
OG0002309	CCC27768.1	AAS05128.1
OG0002310	CCC27778.1	AAS05138.1
OG0002312	CCC27786.1	AAS05145.1
OG0002313	CCC27787.1	AAS05146.1
OG0002314	CCC27789.1	AAS05149.1
OG0002316	CCC27805.1	AAS05161.1
OG0002317	CCC27818.1	AAS05171.1
OG0002318	CCC27819.1	AAS05172.1
OG0002319	CCC27820.1	AAS05173.1
OG0002320	CCC27824.1	AAS05177.1
OG0002321	CCC27825.1	AAS05178.1
OG0002322	CCC27826.1	AAS05179.1
OG0002323	CCC27837.1	AAS05183.1
OG0002324	CCC27840.1	AAS05187.1
OG0002325	CCC27841.1	AAS05189.1
OG0002326	CCC27848.1	AAS05195.1
OG0002327	CCC27853.1	AAS05204.1
OG0002328	CCC27856.1	AAS05206.1
OG0002330	CCC27863.1	AAS05212.1
OG0002331	CCC27864.1	AAS05213.1
OG0002332	CCC27865.1	AAS05214.1
OG0002334	CCC27874.1	AAS05218.1
OG0002335	CCC27875.1	AAS05219.1
OG0002337	CCC27906.1	AAS05221.1
OG0002338	CCC27912.1	AAS05222.1
OG0002339	CCC27915.1	AAS05225.1
OG0002340	CCC27917.1	AAS05227.1
OG0002341	CCC27920.1	AAS05230.1
OG0002342	CCC27922.1	AAS05233.1
OG0002343	CCC27923.1	AAS05234.1
OG0002344	CCC27924.1	AAS05235.1
OG0002345	CCC27925.1	AAS05236.1
OG0002346	CCC27926.1	AAS05237.1
OG0002347	CCC27927.1	AAS05238.1
OG0002348	CCC27929.1	AAS05239.1
OG0002349	CCC27931.1	AAS05241.1
OG0002350	CCC27932.1	AAS05245.1
OG0002351	CCC27933.1	AAS05246.1
OG0002352	CCC27935.1	AAS05248.1
OG0002353	CCC27937.1	AAS05252.1
OG0002354	CCC27942.1	AAS05254.1
OG0002355	CCC27949.1	AAS06494.1
OG0002357	CCC27952.1	AAS05258.1
OG0002358	CCC27953.1	AAS05259.1
OG0002359	CCC27954.1	AAS05260.1
OG0002360	CCC27958.1	AAS05265.1
OG0002361	CCC27967.1	AAS03184.1
OG0002362	CCC27970.1	AAS05278.1
OG0002363	CCC27973.1	AAS05283.1
OG0002364	CCC27979.1	AAS05290.1
OG0002365	CCC27985.1	AAS05296.1
OG0002366	CCC27986.1	AAS05297.1
OG0002367	CCC27989.1	AAS05299.1
OG0002368	CCC27992.1	AAS05303.1
OG0002369	CCC27993.1	AAS05304.1
OG0002370	CCC27997.1	AAS05308.1
OG0002371	CCC27998.1	AAS05309.1
OG0002380	CCC28030.1	AAS03267.1
OG0002381	CCC28032.1	AAS03551.1
OG0002383	CCC28038.1	AAS05547.1
OG0002384	CCC28042.1	AAS02611.1
OG0002385	CCC28045.1	AAS05554.1
OG0002386	CCC28048.1	AAS05556.1
OG0002387	CCC28050.1	AAS05558.1
OG0002388	CCC28066.1	AAS05576.1
OG0002389	CCC28069.1	AAS05579.1
OG0002390	CCC28070.1	AAS05580.1
OG0002391	CCC28072.1	AAS05582.1
OG0002392	CCC28083.1	AAS03743.1
OG0002394	CCC28092.1	AAS05604.1
OG0002395	CCC28104.1	AAS05607.1
OG0002396	CCC28114.1	AAS05633.1
OG0002397	CCC28117.1	AAS05636.1
OG0002398	CCC28123.1	AAS05642.1
OG0002399	CCC28126.1	AAS05646.1
OG0002400	CCC28131.1	AAS05652.1
OG0002401	CCC28132.1	AAS05653.1
OG0002402	CCC28133.1	AAS05654.1
OG0002403	CCC28135.1	AAS05656.1
OG0002404	CCC28136.1	AAS05657.1
OG0002405	CCC28137.1	AAS05660.1
OG0002406	CCC28138.1	AAS05663.1
OG0002407	CCC28139.1	AAS05665.1
OG0002408	CCC28140.1	AAS05666.1
OG0002409	CCC28145.1	AAS05694.1
OG0002410	CCC28146.1	AAS05695.1
OG0002411	CCC28147.1	AAS05696.1
OG0002412	CCC28148.1	AAS06857.1
OG0002413	CCC28150.1	AAS05698.1
OG0002414	CCC28152.1	AAS05700.1
OG0002415	CCC28172.1	AAS05886.1
OG0002416	CCC28176.1	AAS05716.1
OG0002417	CCC28180.1	AAS05721.1
OG0002418	CCC28181.1	AAS05722.1
OG0002419	CCC28211.1	AAS05819.1
OG0002420	CCC28212.1	AAS05727.1
OG0002421	CCC28221.1	AAS05748.1
OG0002422	CCC28223.1	AAS05749.1
OG0002423	CCC28224.1	AAS05750.1
OG0002424	CCC28225.1	AAS05751.1
OG0002425	CCC28226.1	AAS05752.1
OG0002426	CCC28227.1	AAS05753.1
OG0002427	CCC28230.1	AAS05756.1
OG0002428	CCC28232.1	AAS05758.1
OG0002429	CCC28233.1	AAS05759.1
OG0002430	CCC28234.1	AAS05760.1
OG0002431	CCC28235.1	AAS05761.1
OG0002432	CCC28236.1	AAS05762.1
OG0002433	CCC28242.1	AAS05765.1
OG0002434	CCC28243.1	AAS05766.1
OG0002435	CCC28244.1	AAS05767.1
OG0002436	CCC28245.1	AAS05768.1
OG0002437	CCC28247.1	AAS05772.1
OG0002438	CCC28252.1	AAS05058.1
OG0002439	CCC28267.1	AAS04384.1
OG0002440	CCC28271.1	AAS05844.1
OG0002441	CCC28276.1	AAS05848.1
OG0002442	CCC28277.1	AAS05849.1
OG0002443	CCC28279.1	AAS05850.1
OG0002444	CCC28280.1	AAS05851.1
OG0002445	CCC28281.1	AAS05853.1
OG0002446	CCC28282.1	AAS05854.1
OG0002447	CCC28289.1	AAS05861.1
OG0002448	CCC28292.1	AAS05864.1
OG0002449	CCC28293.1	AAS05865.1
OG0002450	CCC28297.1	AAS05869.1
OG0002451	CCC28301.1	AAS05873.1
OG0002452	CCC28303.1	AAS05874.1
OG0002453	CCC28313.1	AAS05895.1
OG0002454	CCC28314.1	AAS05896.1
OG0002455	CCC28315.1	AAS05897.1
OG0002456	CCC28316.1	AAS05898.1
OG0002457	CCC28319.1	AAS05901.1
OG0002458	CCC28333.1	AAS05914.1
OG0002459	CCC28334.1	AAS05915.1
OG0002460	CCC28339.1	AAS05920.1
OG0002461	CCC28349.1	AAS05932.1
OG0002462	CCC28353.1	AAS05936.1
OG0002463	CCC28365.1	AAS05953.1
OG0002464	CCC28368.1	AAS05957.1
OG0002465	CCC28370.1	AAS05959.1
OG0002466	CCC28371.1	AAS05960.1
OG0002467	CCC28373.1	AAS05962.1
OG0002468	CCC28374.1	AAS05963.1
OG0002469	CCC28377.1	AAS05965.1
OG0002470	CCC28378.1	AAS05966.1
OG0002472	CCC28415.1	AAS05997.1
OG0002473	CCC28417.1	AAS05999.1
OG0002474	CCC28418.1	AAS06000.1
OG0002475	CCC28424.1	AAS06005.1
OG0002476	CCC28425.1	AAS06007.1
OG0002477	CCC28443.1	AAS06014.1
OG0002478	CCC28445.1	AAS06018.1
OG0002479	CCC28446.1	AAS06019.1
OG0002480	CCC28447.1	AAS06020.1
OG0002481	CCC28448.1	AAS06021.1
OG0002482	CCC28449.1	AAS06022.1
OG0002483	CCC28454.1	AAS06026.1
OG0002484	CCC28455.1	AAS06027.1
OG0002485	CCC28471.1	AAS06029.1
OG0002486	CCC28473.1	AAS06032.1
OG0002487	CCC28475.1	AAS06034.1
OG0002488	CCC28476.1	AAS06037.1
OG0002489	CCC28477.1	AAS06038.1
OG0002490	CCC28480.1	AAS05619.1
OG0002491	CCC28496.1	AAS06826.1
OG0002492	CCC28497.1	AAS06825.1
OG0002493	CCC28503.1	AAS06812.1
OG0002496	CCC28516.1	AAS06807.1
OG0002497	CCC28518.1	AAS06805.1
OG0002498	CCC28519.1	AAS06804.1
OG0002499	CCC28523.1	AAS06799.1
OG0002500	CCC28524.1	AAS06798.1
OG0002501	CCC28529.1	AAS06793.1
OG0002502	CCC28530.1	AAS06792.1
OG0002503	CCC28531.1	AAS06791.1
OG0002504	CCC28532.1	AAS06790.1
OG0002505	CCC28533.1	AAS06789.1
OG0002506	CCC28534.1	AAS06788.1
OG0002507	CCC28535.1	AAS06787.1
OG0002508	CCC28536.1	AAS06786.1
OG0002509	CCC28545.1	AAS06779.1
OG0002510	CCC28567.1	AAS02894.1
OG0002511	CCC28573.1	AAS02889.1
OG0002512	CCC28574.1	AAS02888.1
OG0002513	CCC28575.1	AAS02887.1
OG0002514	CCC28576.1	AAS02886.1
OG0002515	CCC28577.1	AAS02885.1
OG0002516	CCC28578.1	AAS02884.1
OG0002517	CCC28579.1	AAS02883.1
OG0002518	CCC28580.1	AAS02882.1
OG0002519	CCC28581.1	AAS02881.1
OG0002520	CCC28584.1	AAS02878.1
OG0002521	CCC28586.1	AAS02876.1
OG0002522	CCC28588.1	AAS02873.1
OG0002523	CCC28597.1	AAS02866.1
OG0002524	CCC28600.1	AAS02863.1
OG0002525	CCC28602.1	AAS02861.1
OG0002526	CCC28603.1	AAS02860.1
OG0002527	CCC28604.1	AAS02859.1
OG0002528	CCC28606.1	AAS02857.1
OG0002529	CCC28607.1	AAS03751.1
OG0002530	CCC28608.1	AAS02855.1
OG0002531	CCC28611.1	AAS02853.1
OG0002532	CCC28612.1	AAS02852.1
OG0002533	CCC28615.1	AAS02850.1
OG0002534	CCC28616.1	AAS02849.1
OG0002535	CCC28619.1	AAS02846.1
OG0002536	CCC28621.1	AAS02844.1
OG0002537	CCC28623.1	AAS02842.1
OG0002538	CCC28624.1	AAS02841.1
OG0002539	CCC28625.1	AAS02840.1
OG0002540	CCC28627.1	AAS02838.1
OG0002541	CCC28628.1	AAS02836.1
OG0002542	CCC28629.1	AAS02835.1
OG0002543	CCC28631.1	AAS02833.1
OG0002544	CCC28632.1	AAS02832.1
OG0002545	CCC28633.1	AAS02831.1
OG0002546	CCC28640.1	AAS02825.1
OG0002547	CCC28642.1	AAS02823.1
OG0002548	CCC28643.1	AAS02822.1
OG0002549	CCC28644.1	AAS02821.1
OG0002550	CCC28646.1	AAS02819.1
OG0002551	CCC28647.1	AAS02818.1
OG0002552	CCC28649.1	AAS02817.1
OG0002553	CCC28650.1	AAS02816.1
OG0002554	CCC28654.1	AAS02812.1
OG0002555	CCC28655.1	AAS02809.1
OG0002556	CCC28657.1	AAS02807.1
OG0002557	CCC28659.1	AAS02802.1
OG0002558	CCC28660.1	AAS02801.1
OG0002559	CCC28668.1	AAS02789.1
OG0002562	CCC28702.1	AAS02754.1
OG0002563	CCC28709.1	AAS05708.1
OG0002564	CCC28725.1	AAS02739.1
OG0002566	CCC28727.1	AAS02738.1
OG0002567	CCC28732.1	AAS02736.1
OG0002568	CCC28733.1	AAS02735.1
OG0002569	CCC28734.1	AAS02734.1
OG0002570	CCC28735.1	AAS02733.1
OG0002571	CCC28736.1	AAS02732.1
OG0002572	CCC28737.1	AAS02731.1
OG0002573	CCC28742.1	AAS02726.1
OG0002574	CCC28743.1	AAS02724.1
OG0002575	CCC28761.1	AAS02707.1
OG0002576	CCC28764.1	AAS06859.1, AAS02697.1
OG0002577	CCC28765.1	AAS02680.1
OG0002578	CCC28766.1	AAS02679.1
OG0002579	CCC28767.1	AAS02678.1
OG0002580	CCC28768.1	AAS02677.1
OG0002581	CCC28769.1	AAS02676.1
OG0002582	CCC28770.1	AAS02675.1
OG0002583	CCC28771.1	AAS02674.1
OG0002584	CCC28775.1	AAS02617.1
OG0002585	CCC28777.1	AAS02619.1
OG0002586	CCC28778.1	AAS02620.1
OG0002587	CCC28779.1	AAS02621.1
OG0002588	CCC28780.1	AAS02622.1
OG0002589	CCC28781.1	AAS02623.1
OG0002590	CCC28788.1	AAS02629.1
OG0002591	CCC28789.1	AAS02630.1
OG0002593	CCC28803.1	AAS02651.1
OG0002594	CCC28804.1	AAS02761.1
OG0002595	CCC28808.1	AAS02657.1
OG0002596	CCC28809.1	AAS02658.1
OG0002598	CCC28837.1	AAS02593.1
OG0002599	CCC28838.1	AAS02592.1
OG0002600	CCC28839.1	AAS02591.1
OG0002601	CCC28840.1	AAS02590.1
OG0002602	CCC28841.1	AAS02588.1
OG0002604	CCC28844.1	AAS02579.1
OG0002605	CCC28846.1	AAS02577.1
OG0002606	CCC28857.1	AAS02567.1
OG0002607	CCC28872.1	AAS02554.1
OG0002608	CCC28881.1	AAS02541.1
OG0002609	CCC28895.1	AAS02526.1
OG0002610	CCC28902.1	AAS02521.1
OG0002611	CCC28903.1	AAS02520.1
OG0002612	CCC28914.1	AAS02518.1
OG0002613	CCC28915.1	AAS02517.1
OG0002614	CCC28916.1	AAS02516.1
OG0002615	CCC28917.1	AAS02515.1
OG0002616	CCC28923.1	AAS02509.1
OG0002617	CCC28924.1	AAS02508.1
OG0002618	CCC28940.1	AAS02494.1
OG0002619	CCC28941.1	AAS02493.1
OG0002624	CCC28967.1	AAS02484.1
OG0002625	CCC28968.1	AAS02483.1
OG0002626	CCC28972.1	AAS02479.1
OG0002627	CCC28973.1	AAS02478.1
OG0002628	CCC28974.1	AAS02477.1
OG0002629	CCC28975.1	AAS02475.1
OG0002630	CCC28976.1	AAS02474.1
OG0002631	CCC28978.1	AAS06873.1
OG0002632	CCC28985.1	AAS04138.1
OG0002633	CCC28986.1	AAS06548.1
OG0002634	CCC28987.1	AAS06549.1
OG0002635	CCC28989.1	AAS06881.1
OG0002636	CCC28995.1	AAS06888.1
OG0002637	CCC28997.1	AAS06890.1
OG0002638	CCC29006.1	AAS06899.1
OG0002639	CCC29007.1	AAS06900.1
OG0002697	CCC25208.1	AAS06100.1
OG0002727	CCC25394.1	AAS06369.1
OG0002809	CCC25709.1	AAS06642.1
OG0002920	CCC26347.1	AAS04835.1
OG0002968	CCC26610.1	AAS03548.1
OG0002969	CCC26611.1	AAS03549.1
OG0002984	CCC26661.1	AAS03585.1
OG0002987	CCC26708.1	AAS03634.1
OG0003048	CCC26923.1	AAS03861.1
OG0003066	CCC27006.1	AAS03959.1
OG0003071	CCC27022.1	AAS04387.1
OG0003097	CCC27068.1	AAS04023.1
OG0003190	CCC27431.1	AAS04452.1
OG0003232	CCC27687.1	AAS03349.1
OG0003263	CCC27812.1	AAS05166.1
OG0003311	CCC27965.1	AAS05274.1
OG0003382	CCC28295.1	AAS05867.1
OG0003454	CCC28751.1	AAS02716.1
OG0003489	CCC28944.1	AAS02488.1
OG0003497	CCC28971.1	AAS02480.1
OG0003498	CCC28977.1	AAS06871.1
OG0003500	CCC28988.1	AAS06550.1
OG0003501	CCC29005.1	AAS06898.1
OG0003578	CCC26271.1	AAS04921.1
OG0003620	CCC27817.1	AAS05170.1
