Orthogroup	Mafric	Mavium	Mbovis	Mlepra	Mmicro
OG0000105	CCC26947.1	"AAS02492.1, AAS03112.1, AAS03880.1, AAS04666.1, AAS06459.1"	ALV10946.1		AMC59487.1
OG0000106	"CCC27062.1, CCC28125.1"	AAS05643.1	"ALV11047.1, ALV11994.1"	CAC30684.1	"AMC59615.1, AMC60786.1"
OG0000107	"CCC27112.1, CCC28210.1"	"AAS04057.1, AAS05818.1"	"ALV11095.1, ALV12065.1"		"AMC59673.1, AMC60879.1"
OG0000108	CCC27136.1	"AAS04116.1, AAS04117.1"	ALV13008.1	"CAC30390.1, CAC30391.1"	"AMC59699.1, AMC59700.1"
OG0000109	"CCC27167.1, CCC28980.1, CCC28981.1"	AAS06875.1	"ALV11145.1, ALV13245.1"		"AMC59740.1, AMC61720.1"
OG0000110	"CCC27536.1, CCC28028.1"	AAS04589.1	"ALV11468.1, ALV11911.1"	CAC29637.1	"AMC60144.1, AMC60682.1"
OG0000111	CCC27546.1	"AAS03949.1, AAS06289.1"	"ALV11368.1, ALV13061.1"		"AMC60014.1, AMC60015.1, AMC60152.1"
OG0000112	"CCC27629.1, CCC27630.1, CCC27631.1"		"ALV11555.1, ALV11556.1, ALV11557.1"		"AMC60248.1, AMC60249.1"
OG0000113	"CCC27758.1, CCC27759.1"	AAS05122.1	"ALV11668.1, ALV11669.1"	CAC31417.1	"AMC60396.1, AMC60397.1"
OG0000114	CCC28079.1	"AAS05586.1, AAS05803.1, AAS06062.1, AAS06225.1"	ALV11957.1	CAC30649.1	AMC60742.1
OG0000115	CCC28452.1	"AAS03063.1, AAS04974.1, AAS06025.1, AAS06646.1"	ALV12312.1	CAC29926.1	AMC61142.1
OG0000116	CCC28582.1	"AAS02410.1, AAS02424.1, AAS02880.1, AAS03075.1, AAS04167.1"	ALV12412.1		AMC61285.1
OG0000117	CCC28585.1	"AAS02877.1, AAS02984.1, AAS03046.1, AAS03070.1, AAS04662.1"	ALV12415.1		AMC61288.1
OG0000118	CCC28652.1	"AAS02814.1, AAS03402.1, AAS03765.1, AAS03973.1, AAS04339.1"	ALV12475.1		AMC61374.1
OG0000119	"CCC28898.1, CCC28899.1"	"AAS02523.1, AAS02524.1"	"ALV12680.1, ALV12681.1"		"AMC61637.1, AMC61638.1"
OG0000120		"AAS02608.1, AAS03399.1, AAS03400.1, AAS03401.1, AAS04442.1, AAS04444.1, AAS05774.1, AAS06563.1"			
OG0000121	CCC25081.1	AAS02324.1	ALV09286.1	"CAC29515.1, CAC32162.1"	"AMC57435.1, AMC57436.1"
OG0000122	CCC25152.1	"AAS03285.1, AAS06841.1"	ALV09354.1	CAC32209.1	"AMC57518.1, AMC57519.1"
OG0000123	"CCC25355.1, CCC25974.1"	AAS06327.1	"ALV09540.1, ALV10099.1"		"AMC57750.1, AMC58422.1"
OG0000124	"CCC25361.1, CCC28097.1"	AAS06333.1	"ALV09546.1, ALV11972.1"	CAC32063.1	AMC57756.1
OG0000125	"CCC25362.1, CCC28096.1"	AAS06334.1	"ALV09547.1, ALV11971.1"	CAC32062.1	AMC57757.1
OG0000126	CCC25430.1	"AAS04696.1, AAS05036.1, AAS06420.1"	ALV09606.1	CAC29787.1	AMC57828.1
OG0000127	CCC25481.1	"AAS02688.1, AAS05668.1, AAS06434.1"	ALV09653.1	CAC29777.1	AMC57885.1
OG0000128	CCC25506.1	"AAS04448.1, AAS06471.1, AAS06822.1"	ALV09677.1	CAC30880.1	AMC57910.1
OG0000129	CCC25876.1	"AAS02945.1, AAS03422.1, AAS04569.1, AAS06055.1"	ALV10018.1		AMC58312.1
OG0000130	"CCC25896.1, CCC28195.1"	AAS02961.1	ALV10036.1	CAC31154.1	"AMC58337.1, AMC60861.1"
OG0000131	CCC25902.1	"AAS02589.1, AAS02971.1"	ALV10136.1	CAC31144.1	"AMC58343.1, AMC58468.1"
OG0000132	CCC25906.1	"AAS02975.1, AAS04519.1, AAS04521.1"	ALV10043.1	CAC31140.1	AMC58347.1
OG0000133	"CCC25937.1, CCC25938.1"	"AAS03103.1, AAS03104.1"	ALV12863.1		"AMC58379.1, AMC58380.1"
OG0000134	"CCC26230.1, CCC26231.1"	AAS04956.1	"ALV10327.1, ALV12906.1"		"AMC58708.1, AMC58709.1"
OG0000135	CCC26458.1	"AAS03067.1, AAS03084.1, AAS04424.1, AAS04426.1"	ALV12934.1		AMC58954.1
OG0000136	"CCC26472.1, CCC28151.1"	AAS05699.1	"ALV10539.1, ALV12016.1"		"AMC58969.1, AMC60812.1"
OG0000137	CCC26576.1	"AAS03524.1, AAS05984.1, AAS05985.1"	ALV10638.1	CAC30761.1	AMC59087.1
OG0000138	CCC26589.1	"AAS02990.1, AAS02991.1, AAS03543.1"	ALV10649.1	CAC30752.1	AMC59101.1
OG0000139	"CCC26593.1, CCC27016.1"	AAS03545.1	"ALV10651.1, ALV12994.1"		"AMC59105.1, AMC59563.1"
OG0000140	"CCC26892.1, CCC27440.1, CCC28237.1, CCC28614.1"		"ALV10892.1, ALV12296.1"		AMC59428.1
OG0000141	CCC26901.1	"AAS03470.1, AAS03836.1, AAS03839.1"	ALV10894.1		"AMC59430.1, AMC59439.1"
OG0000142	CCC26972.1	"AAS02661.1, AAS03920.1, AAS04350.1"	ALV12988.1	CAC31043.1	AMC59513.1
OG0000143	CCC27026.1	"AAS04667.1, AAS04703.1, AAS04973.1"	ALV11013.1		"AMC59575.1, AMC59576.1"
OG0000144	CCC27097.1	"AAS02346.1, AAS05549.1"	"ALV10862.1, ALV11083.1"		"AMC59392.1, AMC59657.1"
OG0000145	"CCC27117.1, CCC28204.1"	AAS04060.1	"ALV11099.1, ALV13142.1"		"AMC59678.1, AMC60871.1"
OG0000146	"CCC27390.1, CCC28833.1"	AAS03183.1	"ALV11344.1, ALV12621.1"		"AMC59986.1, AMC61563.1"
OG0000147	CCC27481.1	"AAS02461.1, AAS03427.1, AAS04125.1, AAS04527.1"	ALV11419.1		AMC60087.1
OG0000148	"CCC27644.1, CCC27645.1"	AAS03391.1	"ALV11570.1, ALV11571.1"		"AMC60263.1, AMC60264.1"
OG0000149	CCC27756.1	AAS05120.1	"ALV11667.1, ALV13181.1"	CAC31419.1	"AMC60394.1, AMC61155.1"
OG0000150	CCC27803.1	"AAS04379.1, AAS04640.1, AAS05160.1, AAS05838.1"	ALV11707.1		AMC60441.1
OG0000151	"CCC27900.1, CCC27903.1"	AAS05220.1	"ALV11798.1, ALV13096.1"		"AMC60543.1, AMC60546.1"
OG0000152	CCC28013.1	"AAS03553.1, AAS03554.1, AAS06082.1"	ALV11898.1	CAC31866.1	AMC60664.1
OG0000153	CCC28037.1		"ALV11916.1, ALV11919.1"	"CAC29633.1, CAC29636.1"	"AMC60689.1, AMC60692.1"
OG0000154	CCC28047.1	"AAS03224.1, AAS05555.1, AAS06699.1"	ALV13119.1	CAC30622.1	AMC60706.1
OG0000155	CCC28219.1	"AAS02580.1, AAS05738.1, AAS06068.1, AAS06353.1"	ALV13144.1		AMC60889.1
OG0000156	CCC28304.1	"AAS02989.1, AAS03759.1, AAS05673.1, AAS05875.1"	ALV12148.1		AMC60987.1
OG0000157	CCC28311.1	"AAS02413.1, AAS02414.1, AAS05893.1, AAS06096.1"	ALV12154.1		AMC60993.1
OG0000158	CCC28383.1	AAS05973.1	"ALV12220.1, ALV12237.1, ALV12254.1"	CAC30222.1	AMC61070.1
OG0000159	CCC28385.1	AAS05975.1	"ALV12222.1, ALV12239.1, ALV12256.1"	CAC30220.1	AMC61072.1
OG0000160	CCC28386.1	"AAS05035.1, AAS05976.1"	"ALV12223.1, ALV12240.1, ALV12257.1"		AMC61073.1
OG0000161	CCC28388.1	AAS05979.1	"ALV12225.1, ALV12242.1, ALV12259.1"	CAC30216.1	AMC61075.1
OG0000162	CCC28389.1	AAS05980.1	"ALV12226.1, ALV12243.1, ALV12260.1"	CAC30215.1	AMC61077.1
OG0000163	CCC28392.1	AAS05983.1	"ALV12229.1, ALV12246.1, ALV12263.1"	CAC30212.1	AMC61080.1
OG0000164	CCC28395.1	AAS05988.1	"ALV12231.1, ALV12248.1, ALV12265.1"	CAC30209.1	AMC61083.1
OG0000165	CCC28397.1	AAS05990.1	"ALV12233.1, ALV12250.1, ALV12267.1"	CAC31129.1	AMC61085.1
OG0000166	CCC28398.1	AAS05991.1	"ALV12234.1, ALV12251.1, ALV12268.1"	CAC30208.1	AMC61086.1
OG0000167	CCC28399.1	AAS05992.1	"ALV12235.1, ALV12252.1, ALV12269.1"	CAC30207.1	AMC61087.1
OG0000168	CCC28413.1	"AAS04269.1, AAS05836.1"	"ALV12850.1, ALV13172.1"		"AMC58315.1, AMC61100.1"
OG0000169	CCC28414.1	"AAS03263.1, AAS04087.1, AAS04483.1, AAS05996.1"	ALV13173.1		AMC61101.1
OG0000170	CCC28427.1	"AAS04007.1, AAS04392.1, AAS06009.1, AAS06647.1"	ALV13176.1		AMC61118.1
OG0000171	"CCC28430.1, CCC28439.1"	AAS06012.1	"ALV12291.1, ALV12301.1"	CAC30184.1	AMC61129.1
OG0000172	"CCC28508.1, CCC28513.1"		ALV12358.1		"AMC61205.1, AMC61207.1, AMC61212.1, AMC61215.1"
OG0000173	CCC28622.1	"AAS02843.1, AAS03778.1, AAS04656.1, AAS04906.1"	ALV12449.1		AMC61344.1
OG0000174	CCC28651.1	"AAS02815.1, AAS03010.1, AAS03017.1, AAS03769.1"	ALV12474.1		AMC61373.1
OG0000175	CCC28721.1	"AAS02743.1, AAS05012.1, AAS06816.1"	ALV13214.1	CAC29709.1	AMC61445.1
OG0000176	"CCC28812.1, CCC28818.1"	"AAS02448.1, AAS02664.1"	ALV12612.1		"AMC61546.1, AMC61551.1"
OG0000177	CCC28845.1	"AAS02578.1, AAS02643.1, AAS02901.1"	ALV12632.1	CAC30921.1	AMC61576.1
OG0000178	CCC28847.1	"AAS02576.1, AAS03538.1, AAS05939.1, AAS05941.1"	ALV12634.1		AMC61578.1
OG0000179	CCC28875.1	"AAS02551.1, AAS04135.1, AAS04136.1"	ALV12659.1	CAC29616.1	AMC61607.1
OG0000180		"AAS02668.1, AAS04038.1, AAS04053.1, AAS04105.1, AAS04165.1, AAS05891.1, AAS06261.1"			
OG0000181		"AAS03938.1, AAS05811.1, AAS05876.1, AAS06141.1, AAS06742.1"	ALV10982.1		AMC59532.1
OG0000182	CCC25095.1	"AAS03971.1, AAS05039.1"	ALV09300.1		"AMC57454.1, AMC57455.1"
OG0000183	CCC25120.1	AAS02377.1	ALV09322.1	"CAC29904.1, CAC32224.1"	AMC57482.1
OG0000184	"CCC25146.1, CCC27650.1"		"ALV09349.1, ALV13071.1"		"AMC57512.1, AMC60269.1"
OG0000185	"CCC25147.1, CCC27651.1"		"ALV09350.1, ALV11575.1"		"AMC57513.1, AMC60270.1"
OG0000186	CCC25192.1	"AAS06072.1, AAS06226.1"	ALV12779.1	CAC32195.1	AMC57563.1
OG0000187	CCC25205.1	"AAS02582.1, AAS05670.1, AAS06089.1"	ALV09400.1		AMC57578.1
OG0000188	CCC25238.1	AAS06148.1	ALV09426.1	"CAC29632.1, CAC32161.1"	AMC57614.1
OG0000189	CCC25254.1	"AAS02348.1, AAS06111.1, AAS06167.1"	ALV09442.1		AMC57632.1
OG0000190	CCC25263.1	"AAS06182.1, AAS06296.1"	ALV09451.1	CAC32141.1	AMC57644.1
OG0000191	CCC25269.1	"AAS02472.1, AAS06185.1, AAS06211.1"	ALV09455.1		AMC57653.1
OG0000192	CCC25287.1	"AAS03802.1, AAS04671.1, AAS06199.1"	ALV09470.1		AMC57671.1
OG0000193	CCC25288.1	"AAS04722.1, AAS04726.1, AAS06201.1"	ALV09471.1		AMC57672.1
OG0000194	CCC25346.1	"AAS04579.1, AAS05743.1, AAS06268.1"	ALV09530.1		AMC57734.1
OG0000195	"CCC25350.1, CCC25831.1"		"ALV09534.1, ALV09970.1"		"AMC57738.1, AMC58262.1"
OG0000196	CCC25384.1	"AAS04067.1, AAS06050.1, AAS06347.1"	ALV09567.1		AMC57781.1
OG0000197	CCC25424.1	"AAS05667.1, AAS06390.1"	ALV09601.1	CAC32013.1	AMC57822.1
OG0000198	CCC25426.1	"AAS04012.1, AAS06392.1"	ALV09603.1	CAC32011.1	AMC57824.1
OG0000199	CCC25507.1	"AAS02417.1, AAS02418.1, AAS06472.1"	ALV09678.1		AMC57911.1
OG0000200	CCC25566.1	"AAS05822.1, AAS06532.1"	ALV12819.1	CAC31957.1	AMC57971.1
OG0000201	CCC25574.1	AAS06538.1	ALV09734.1	CAC31950.1	"AMC57980.1, AMC57981.1"
OG0000202	CCC25580.1	"AAS05284.1, AAS06543.1"	ALV09740.1	CAC31944.1	AMC57987.1
OG0000203	CCC25590.1	AAS06554.1	ALV09748.1	CAC31936.1	"AMC57998.1, AMC57999.1"
OG0000204	CCC25622.1	"AAS04081.1, AAS06589.1"	ALV09776.1	CAC31214.1	AMC58036.1
OG0000205	CCC25637.1	"AAS03982.1, AAS06605.1"	ALV09790.1	CAC31789.1	AMC58051.1
OG0000206	"CCC25680.1, CCC28074.1"	AAS03418.1	"ALV09827.1, ALV11953.1"		AMC58101.1
OG0000207	"CCC25707.1, CCC25955.1"		"ALV09853.1, ALV10082.1"		"AMC58128.1, AMC58398.1"
OG0000208	CCC25735.1	"AAS02782.1, AAS03641.1, AAS06678.1"	ALV09878.1		AMC58157.1
OG0000209	CCC25766.1	"AAS02681.1, AAS06693.1"	ALV09908.1	CAC30831.1	AMC58191.1
OG0000210	CCC25805.1	AAS06738.1	ALV09950.1	CAC30793.1	"AMC58231.1, AMC58232.1"
OG0000211	CCC25810.1	"AAS02446.1, AAS02669.1, AAS06744.1"	ALV12845.1		AMC58236.1
OG0000212	CCC25835.1	"AAS02349.1, AAS02467.1, AAS06764.1"	ALV09974.1		AMC58266.1
OG0000213	CCC25842.1	"AAS02909.1, AAS03539.1, AAS05940.1"	ALV09983.1		AMC58274.1
OG0000214	CCC25845.1	"AAS02912.1, AAS04683.1, AAS06052.1"	ALV09986.1		AMC58277.1
OG0000215	CCC25866.1	"AAS02935.1, AAS02936.1, AAS05693.1"	ALV10007.1		AMC58301.1
OG0000216	CCC25903.1	"AAS02449.1, AAS02972.1"	ALV10040.1	CAC31143.1	AMC58344.1
OG0000217	CCC25940.1	"AAS03106.1, AAS04031.1"	ALV10068.1	CAC31117.1	AMC58382.1
OG0000218	CCC25941.1	"AAS03107.1, AAS04032.1"	ALV10069.1	CAC31116.1	AMC58383.1
OG0000219	CCC25961.1	"AAS03136.1, AAS06460.1"	ALV10088.1	CAC31095.1	AMC58405.1
OG0000220	CCC25966.1	"AAS03141.1, AAS03204.1"	ALV10093.1	CAC31090.1	AMC58410.1
OG0000221	CCC25983.1	"AAS02470.1, AAS03150.1"	ALV10108.1	CAC31079.1	AMC58431.1
OG0000222	CCC26010.1	"AAS02969.1, AAS03190.1"	ALV12872.1	CAC31049.1	AMC58463.1
OG0000223	CCC26011.1	"AAS02970.1, AAS03191.1"	ALV10133.1	CAC31048.1	AMC58464.1
OG0000224	CCC26053.1	"AAS03040.1, AAS03227.1, AAS05744.1"	ALV10169.1		AMC58509.1
OG0000225	CCC26068.1	"AAS02368.1, AAS02891.1, AAS06757.1"	ALV10182.1		AMC58526.1
OG0000226	CCC26105.1	"AAS03307.1, AAS05681.1"	ALV10215.1	CAC29763.1	AMC58571.1
OG0000227	"CCC26118.1, CCC28468.1"		"ALV10228.1, ALV13183.1"		"AMC58591.1, AMC61161.1"
OG0000228	"CCC26125.1, CCC26239.1"		"ALV10235.1, ALV10335.1"		"AMC58598.1, AMC58717.1"
OG0000229	"CCC26126.1, CCC26238.1"		"ALV10236.1, ALV10334.1"		"AMC58599.1, AMC58716.1"
OG0000230	CCC26164.1	"AAS03343.1, AAS05601.1"	ALV10267.1	CAC31910.1	AMC58637.1
OG0000231	CCC26167.1	"AAS03346.1, AAS05310.1"	ALV10270.1	CAC31907.1	AMC58640.1
OG0000232	CCC26240.1	"AAS04577.1, AAS04950.1"	ALV10336.1	CAC30462.1	AMC58718.1
OG0000233	CCC26254.1	AAS04934.1	"ALV10350.1, ALV12974.1"		"AMC58735.1, AMC59357.1"
OG0000234	CCC26261.1	"AAS04930.1, AAS05787.1"	ALV10355.1	CAC30445.1	AMC58741.1
OG0000235	CCC26265.1	"AAS03460.1, AAS04182.1, AAS04926.1"	ALV10359.1		AMC58746.1
OG0000236	CCC26291.1	"AAS02450.1, AAS04896.1, AAS05775.1"	ALV10377.1		AMC58770.1
OG0000237	CCC26303.1	"AAS03153.1, AAS03271.1, AAS04882.1"	ALV10390.1		AMC58782.1
OG0000238	CCC26351.1	"AAS03110.1, AAS04831.1"	ALV09806.1		"AMC58074.1, AMC58836.1"
OG0000239	CCC26387.1	"AAS03303.1, AAS04786.1"	ALV10458.1	CAC31509.1	AMC58874.1
OG0000240	CCC26392.1	"AAS04780.1, AAS06321.1"	ALV10465.1	CAC31514.1	AMC58880.1
OG0000241	CCC26394.1	"AAS02690.1, AAS04778.1"	ALV12929.1	CAC31516.1	AMC58882.1
OG0000242	CCC26445.1	"AAS04730.1, AAS06284.1, AAS06285.1"	ALV10512.1		AMC58937.1
OG0000243	CCC26459.1	"AAS03068.1, AAS03085.1, AAS04427.1"	ALV10526.1		AMC58955.1
OG0000244	"CCC26563.1, CCC28821.1"		"ALV10625.1, ALV12614.1"		"AMC59071.1, AMC61554.1"
OG0000245	CCC26566.1	"AAS03514.1, AAS05669.1"	ALV10628.1	CAC31622.1	AMC59074.1
OG0000246	CCC26583.1	"AAS03531.1, AAS05731.1"	ALV10644.1	CAC30755.1	AMC59094.1
OG0000247	CCC26592.1	"AAS03004.1, AAS03544.1"	ALV12948.1	CAC30751.1	AMC59104.1
OG0000248	"CCC26609.1, CCC28706.1"	AAS02750.1	ALV13211.1		"AMC59119.1, AMC61430.1"
OG0000249	"CCC26612.1, CCC28031.1"	AAS03550.1	ALV11913.1		"AMC59122.1, AMC60686.1"
OG0000250	CCC26664.1	"AAS03588.1, AAS06560.1"	ALV10700.1	CAC31594.1	AMC59181.1
OG0000251	CCC26679.1	"AAS03428.1, AAS03607.1"	ALV10711.1	CAC31607.1	AMC59195.1
OG0000252	CCC26700.1	"AAS03626.1, AAS06455.1"	ALV10729.1	CAC31657.1	AMC59216.1
OG0000253	CCC26719.1	"AAS03655.1, AAS06355.1"	ALV12963.1	CAC31770.1	AMC59235.1
OG0000254	CCC26723.1	"AAS03066.1, AAS03667.1, AAS06835.1"	ALV10749.1		AMC59242.1
OG0000255	CCC26729.1	"AAS03673.1, AAS03883.1, AAS05705.1"	ALV10755.1		AMC59248.1
OG0000256	CCC26789.1	"AAS03725.1, AAS04465.1"	ALV12970.1	CAC31746.1	AMC59311.1
OG0000257	CCC26797.1	"AAS03269.1, AAS03727.1"	ALV10813.1	CAC31748.1	AMC59324.1
OG0000258	CCC26912.1	"AAS03850.1, AAS05548.1"	ALV10912.1	CAC31038.1	AMC59452.1
OG0000259	CCC26969.1	"AAS03913.1, AAS04398.1"	"ALV10967.1, ALV10968.1"		AMC59510.1
OG0000260	CCC26975.1	"AAS03134.1, AAS03923.1"	ALV10972.1	CAC30986.1	AMC59516.1
OG0000261	CCC26984.1	"AAS03086.1, AAS03932.1"	ALV12990.1	CAC30978.1	AMC59527.1
OG0000262	CCC26995.1	"AAS03740.1, AAS03943.1, AAS06384.1"	ALV12991.1		AMC59540.1
OG0000263	CCC26999.1	"AAS03947.1, AAS04638.1"	ALV10991.1	CAC30965.1	AMC59544.1
OG0000264	CCC27029.1	"AAS02762.1, AAS03014.1, AAS03962.1"	ALV12996.1		AMC59579.1
OG0000265	CCC27122.1	"AAS04082.1, AAS06649.1"	ALV13006.1	CAC30374.1	AMC59683.1
OG0000266	CCC27160.1	"AAS03534.1, AAS03650.1, AAS04789.1"	ALV11137.1		AMC59728.1
OG0000267	CCC27197.1		ALV13013.1	CAC31697.1	"AMC59770.1, AMC59771.1, AMC59772.1"
OG0000268	CCC27213.1	"AAS04194.1, AAS04375.1"	ALV13014.1	CAC31682.1	AMC59789.1
OG0000269	CCC27227.1	AAS04206.1	ALV11200.1	"CAC31209.1, CAC31303.1"	AMC59807.1
OG0000270	CCC27254.1	"AAS04228.1, AAS05617.1, AAS06396.1"	ALV11222.1		AMC59837.1
OG0000271	"CCC27258.1, CCC27509.1"		"ALV11225.1, ALV13053.1"		"AMC59841.1, AMC60115.1"
OG0000272	CCC27274.1	"AAS03090.1, AAS04249.1"	ALV11238.1	CAC31263.1	AMC59859.1
OG0000273	CCC27276.1	AAS04251.1	ALV11240.1	CAC31261.1	"AMC59861.1, AMC59862.1"
OG0000274	CCC27282.1	"AAS03738.1, AAS04258.1"	ALV11246.1	CAC31255.1	AMC59868.1
OG0000275	CCC27297.1	"AAS04274.1, AAS05613.1"	ALV11260.1	CAC31241.1	AMC59887.1
OG0000276	CCC27323.1	"AAS04312.1, AAS06227.1"	ALV11284.1	CAC30603.1	AMC59917.1
OG0000277	CCC27373.1	"AAS02662.1, AAS04374.1, AAS06087.1"	ALV13038.1		AMC59967.1
OG0000278	CCC27414.1	"AAS02684.1, AAS04421.1, AAS04422.1"	ALV11366.1		AMC60012.1
OG0000279	CCC27443.1	"AAS04456.1, AAS06323.1"	ALV11382.1	CAC30334.1	AMC60042.1
OG0000280	CCC27460.1	"AAS04484.1, AAS04485.1"	ALV11397.1	CAC30128.1	AMC60061.1
OG0000281	CCC27461.1	"AAS03736.1, AAS04189.1, AAS04486.1"	ALV11398.1		AMC60062.1
OG0000282	CCC27474.1	"AAS02407.1, AAS02431.1, AAS04174.1"	ALV11410.1		AMC60078.1
OG0000283	CCC27501.1	"AAS02466.1, AAS04642.1, AAS05231.1"	ALV11438.1		AMC60106.1
OG0000284	CCC27556.1	"AAS04607.1, AAS04998.1"	ALV11485.1	CAC31635.1	AMC60164.1
OG0000285	"CCC27578.1, CCC27616.1"		"ALV11505.1, ALV11543.1"	CAC30033.1	AMC60233.1
OG0000286	CCC27603.1	"AAS03987.1, AAS04639.1"	ALV11532.1	CAC29934.1	AMC60218.1
OG0000287	CCC27610.1	"AAS03984.1, AAS04651.1"	ALV11538.1	CAC31571.1	AMC60227.1
OG0000288	CCC27669.1	"AAS03366.1, AAS03367.1"	ALV13073.1	CAC30000.1	AMC60288.1
OG0000289	CCC27745.1	"AAS03742.1, AAS05108.1"	ALV11659.1	CAC31721.1	AMC60382.1
OG0000290	CCC27764.1	"AAS04922.1, AAS05124.1"	ALV11672.1	CAC30714.1	AMC60402.1
OG0000291	CCC27773.1	"AAS02701.1, AAS05133.1"	ALV11681.1	CAC31407.1	AMC60411.1
OG0000292	CCC27823.1	"AAS03182.1, AAS05176.1"	ALV11723.1	CAC31358.1	AMC60461.1
OG0000293	CCC27921.1	"AAS04185.1, AAS05232.1"	ALV11817.1	CAC30513.1	AMC60564.1
OG0000294	CCC27961.1	"AAS05270.1, AAS05687.1, AAS06837.1"	ALV11855.1		AMC60608.1
OG0000295	CCC28003.1	"AAS04493.1, AAS06295.1"	ALV11890.1	CAC31875.1	AMC60653.1
OG0000296	CCC28056.1	"AAS03739.1, AAS05567.1"	ALV11937.1	CAC30631.1	AMC60716.1
OG0000297	CCC28057.1	AAS05568.1	ALV11938.1	CAC30632.1	"AMC60717.1, AMC60718.1"
OG0000298	CCC28062.1	"AAS04573.1, AAS05573.1"	ALV11942.1	CAC30637.1	AMC60723.1
OG0000299	CCC28063.1	"AAS04572.1, AAS05574.1"	ALV11943.1	CAC30638.1	AMC60724.1
OG0000300	CCC28071.1	"AAS05581.1, AAS06230.1"	ALV11949.1	CAC30645.1	AMC60733.1
OG0000301	CCC28113.1	"AAS02404.1, AAS05632.1, AAS05840.1"	ALV11986.1		AMC60774.1
OG0000302	CCC28116.1	AAS05635.1	ALV13129.1	"CAC30677.1, CAC32015.1"	AMC60777.1
OG0000303	CCC28122.1	"AAS03930.1, AAS05641.1"	ALV11991.1	CAC30683.1	AMC60783.1
OG0000304	CCC28142.1	"AAS05675.1, AAS06001.1"	ALV12008.1	CAC30709.1	AMC60803.1
OG0000305	CCC28179.1	"AAS05720.1, AAS06281.1"	ALV12044.1	CAC30178.1	AMC60845.1
OG0000306	"CCC28186.1, CCC28410.1"		"ALV12050.1, ALV12278.1"		"AMC60852.1, AMC61096.1"
OG0000307	CCC28246.1	"AAS05771.1, AAS06098.1, AAS06441.1"	ALV12099.1		AMC60916.1
OG0000308	CCC28250.1	"AAS02401.1, AAS04027.1, AAS05777.1"	ALV12102.1		AMC60921.1
OG0000309	CCC28290.1	"AAS03798.1, AAS05862.1"	ALV12136.1	CAC30321.1	AMC60972.1
OG0000310	"CCC28320.1, CCC28806.1"		"ALV12162.1, ALV13225.1"		"AMC61002.1, AMC61539.1"
OG0000311	CCC28335.1	"AAS02798.1, AAS04232.1, AAS05916.1"	ALV12176.1		AMC61017.1
OG0000312	CCC28351.1	AAS05934.1	ALV12191.1	CAC30256.1	"AMC61033.1, AMC61034.1"
OG0000313	CCC28354.1	"AAS02444.1, AAS06610.1"	ALV12194.1	CAC31795.1	AMC61037.1
OG0000314	CCC28366.1	"AAS05190.1, AAS05954.1"	ALV12204.1	CAC30235.1	AMC61051.1
OG0000315	CCC28369.1	"AAS02700.1, AAS03813.1, AAS05958.1"	ALV12207.1		AMC61055.1
OG0000316	CCC28381.1	AAS05972.1	"ALV13165.1, ALV13167.1, ALV13169.1"		AMC61068.1
OG0000317	CCC28387.1	AAS05977.1	"ALV12224.1, ALV12241.1, ALV12258.1"		AMC61074.1
OG0000318	CCC28390.1	AAS05981.1	"ALV12227.1, ALV12244.1, ALV12261.1"		AMC61078.1
OG0000319	CCC28391.1	AAS05982.1	"ALV12228.1, ALV12245.1, ALV12262.1"		AMC61079.1
OG0000320	CCC28396.1	AAS05989.1	"ALV12232.1, ALV12249.1, ALV12266.1"		AMC61084.1
OG0000321	CCC28423.1	AAS06004.1	ALV12286.1	CAC30194.1	"AMC61112.1, AMC61113.1"
OG0000322	CCC28489.1	"AAS02555.1, AAS05683.1, AAS06279.1"	ALV12341.1		AMC61186.1
OG0000323	CCC28547.1	"AAS03109.1, AAS06776.1, AAS06777.1"	ALV12387.1		AMC61250.1
OG0000324	CCC28549.1	"AAS03282.1, AAS06774.1"	ALV12389.1	CAC30920.1	AMC61252.1
OG0000325	CCC28566.1	"AAS02896.1, AAS06115.1"	ALV13197.1	CAC31203.1	AMC61269.1
OG0000326	CCC28596.1	"AAS02867.1, AAS04697.1, AAS04705.1"	ALV12425.1		AMC61316.1
OG0000327	CCC28653.1	"AAS02813.1, AAS02996.1, AAS05686.1"	ALV12476.1		AMC61375.1
OG0000328	CCC28710.1	"AAS02747.1, AAS05796.1"	ALV12525.1	CAC29712.1	AMC61434.1
OG0000329	CCC28724.1	"AAS02740.1, AAS02986.1"	ALV13215.1	CAC29706.1	AMC61448.1
OG0000330	CCC28752.1	"AAS02399.1, AAS02715.1"	ALV12558.1	CAC31818.1	AMC61479.1
OG0000331	CCC28795.1	"AAS02635.1, AAS04338.1"	ALV12595.1	CAC31847.1	AMC61526.1
OG0000332	CCC28849.1	"AAS02573.1, AAS06628.1, AAS06629.1"	ALV12636.1		AMC61580.1
OG0000333	CCC28883.1	"AAS02538.1, AAS04689.1"	ALV12667.1	CAC29610.1	AMC61619.1
OG0000334	CCC28884.1	AAS02537.1	ALV12668.1	CAC29609.1	"AMC61620.1, AMC61621.1"
OG0000335	CCC28939.1	AAS02496.1	ALV12717.1	"CAC29572.1, CAC31451.1"	AMC61685.1
OG0000336		"AAS02428.1, AAS03079.1, AAS03080.1, AAS04171.1, AAS04430.1, AAS04509.1"			
